c,margin_cap,conf_gap,max_rows,allow_promote_risky,allow_demote_core,oof_qwk,oof_lift_vs_step25,test_l1,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,pub_dist,pri_dist
0.5,0.015,0.08,4,False,False,0.6605472404214057,-0.000713317957827253,0.14555200938628549,4,1,3,-0.5,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.08,4,True,False,0.6605472404214057,-0.000713317957827253,0.14555200938628549,4,1,3,-0.5,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,4,False,False,0.6605472404214057,-0.000713317957827253,0.14555200938628549,4,1,3,-0.5,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.1,4,True,False,0.6605472404214057,-0.000713317957827253,0.14555200938628549,4,1,3,-0.5,0,0,0,0,"{1: 123, 2: 60, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,4,False,True,0.6605472404214057,-0.000713317957827253,0.14555200938628549,4,1,3,-0.5,0,1,2,1,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.1,4,True,True,0.6605472404214057,-0.000713317957827253,0.14555200938628549,4,1,3,-0.5,0,1,2,1,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.04,4,False,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.04,4,True,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.06,4,False,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.06,4,True,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.08,4,False,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
1.0,0.015,0.08,4,True,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.04,4,False,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.04,4,True,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.06,4,False,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.06,4,True,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.08,4,False,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
2.0,0.015,0.08,4,True,True,0.6605472404214057,-0.000713317957827253,0.15841240453598707,4,1,3,-0.5,0,1,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 62, 3: 44, 4: 33, 5: 22}"
0.5,0.015,0.04,4,False,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.04,4,True,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.06,4,False,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.015,0.06,4,True,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.04,4,False,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.04,4,True,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.06,4,False,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.06,4,True,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,4,4,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,4,False,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,3,4,"{1: 126, 2: 57, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
1.0,0.015,0.08,4,True,False,0.6605472404214057,-0.000713317957827253,0.16176810923397367,4,1,3,-0.5,0,0,3,4,"{1: 126, 2: 57, 3: 58, 4: 35, 5: 22}","{1: 138, 2: 61, 3: 44, 4: 32, 5: 23}"
0.5,0.04,0.1,6,False,True,0.6605380168199548,-0.0007225415592780893,0.1522634187822586,6,2,4,-0.3333333333333333,0,1,1,5,"{1: 123, 2: 61, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 33, 5: 22}"
0.5,0.04,0.1,6,True,True,0.6605380168199548,-0.0007225415592780893,0.1522634187822586,6,2,4,-0.3333333333333333,0,1,1,5,"{1: 123, 2: 61, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 33, 5: 22}"
1.0,0.04,0.1,6,False,True,0.6605380168199548,-0.0007225415592780893,0.1556191234802452,6,2,4,-0.3333333333333333,0,1,3,5,"{1: 124, 2: 61, 3: 56, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 33, 5: 22}"
1.0,0.04,0.1,6,True,True,0.6605380168199548,-0.0007225415592780893,0.1556191234802452,6,2,4,-0.3333333333333333,0,1,3,5,"{1: 124, 2: 61, 3: 56, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 33, 5: 22}"
0.5,0.04,0.08,6,False,True,0.6605380168199548,-0.0007225415592780893,0.15897482817823175,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 125, 2: 61, 3: 56, 4: 34, 5: 22}","{1: 137, 2: 63, 3: 44, 4: 32, 5: 22}"
0.5,0.04,0.08,6,True,True,0.6605380168199548,-0.0007225415592780893,0.15897482817823175,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 125, 2: 61, 3: 56, 4: 34, 5: 22}","{1: 137, 2: 63, 3: 44, 4: 32, 5: 22}"
0.5,0.04,0.04,6,False,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.04,0.04,6,True,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.04,0.06,6,False,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
0.5,0.04,0.06,6,True,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.04,6,False,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.04,6,True,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.06,6,False,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.06,6,True,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.08,6,False,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.08,6,True,True,0.6605380168199548,-0.0007225415592780893,0.1651238139319602,6,2,4,-0.3333333333333333,0,1,6,6,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.08,0.14,6,False,True,0.6605341688534678,-0.0007263895257650921,0.14555200938628549,6,2,4,-0.3333333333333333,0,2,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.08,0.14,6,True,True,0.6605341688534678,-0.0007263895257650921,0.14555200938628549,6,2,4,-0.3333333333333333,0,2,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
2.0,0.08,0.14,6,False,True,0.6605341688534678,-0.0007263895257650921,0.14890771408427203,6,2,4,-0.3333333333333333,0,2,3,3,"{1: 124, 2: 60, 3: 57, 4: 36, 5: 21}","{1: 136, 2: 63, 3: 44, 4: 33, 5: 22}"
2.0,0.08,0.14,6,True,True,0.6605341688534678,-0.0007263895257650921,0.14890771408427203,6,2,4,-0.3333333333333333,0,2,3,3,"{1: 124, 2: 60, 3: 57, 4: 36, 5: 21}","{1: 136, 2: 63, 3: 44, 4: 33, 5: 22}"
2.0,0.08,0.1,6,False,True,0.6605341688534678,-0.0007263895257650921,0.16176810923397364,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 138, 2: 62, 3: 43, 4: 33, 5: 22}"
2.0,0.08,0.1,6,True,True,0.6605341688534678,-0.0007263895257650921,0.16176810923397364,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 138, 2: 62, 3: 43, 4: 33, 5: 22}"
2.0,0.08,0.04,6,False,True,0.6605341688534678,-0.0007263895257650921,0.1651238139319602,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
2.0,0.08,0.04,6,True,True,0.6605341688534678,-0.0007263895257650921,0.1651238139319602,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
2.0,0.08,0.06,6,False,True,0.6605341688534678,-0.0007263895257650921,0.1651238139319602,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
2.0,0.08,0.06,6,True,True,0.6605341688534678,-0.0007263895257650921,0.1651238139319602,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
2.0,0.08,0.08,6,False,True,0.6605341688534678,-0.0007263895257650921,0.1651238139319602,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
2.0,0.08,0.08,6,True,True,0.6605341688534678,-0.0007263895257650921,0.1651238139319602,6,2,4,-0.3333333333333333,0,2,6,6,"{1: 126, 2: 59, 3: 56, 4: 36, 5: 21}","{1: 139, 2: 60, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.1,8,False,False,0.6605287927172434,-0.0007317656619895141,0.15226341878225863,8,3,5,-0.25,0,0,2,4,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 32, 5: 23}"
1.0,0.04,0.1,8,True,False,0.6605287927172434,-0.0007317656619895141,0.15226341878225863,8,3,5,-0.25,0,0,2,4,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 63, 3: 43, 4: 32, 5: 23}"
0.5,0.08,0.1,8,False,True,0.6605287927172434,-0.0007317656619895141,0.16176810923397364,8,3,5,-0.25,0,2,8,8,"{1: 125, 2: 61, 3: 57, 4: 34, 5: 21}","{1: 139, 2: 61, 3: 44, 4: 32, 5: 22}"
0.5,0.08,0.1,8,True,True,0.6605287927172434,-0.0007317656619895141,0.16176810923397364,8,3,5,-0.25,0,2,8,8,"{1: 125, 2: 61, 3: 57, 4: 34, 5: 21}","{1: 139, 2: 61, 3: 44, 4: 32, 5: 22}"
1.0,0.06,0.1,8,False,False,0.6605287927172434,-0.0007317656619895141,0.16233053287621838,8,3,5,-0.25,0,0,7,6,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
1.0,0.06,0.1,8,True,False,0.6605287927172434,-0.0007317656619895141,0.16233053287621838,8,3,5,-0.25,0,0,7,6,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 44, 4: 31, 5: 23}"
0.5,0.08,0.08,8,False,True,0.6605287927172434,-0.0007317656619895141,0.16512381393196018,8,3,5,-0.25,0,2,8,8,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 139, 2: 61, 3: 44, 4: 32, 5: 22}"
0.5,0.08,0.08,8,True,True,0.6605287927172434,-0.0007317656619895141,0.16512381393196018,8,3,5,-0.25,0,2,8,8,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 139, 2: 61, 3: 44, 4: 32, 5: 22}"
0.5,0.08,0.04,8,False,True,0.6605287927172434,-0.0007317656619895141,0.17183522332793336,8,3,5,-0.25,0,2,8,8,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 58, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.04,8,True,True,0.6605287927172434,-0.0007317656619895141,0.17183522332793336,8,3,5,-0.25,0,2,8,8,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 58, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.06,8,False,True,0.6605287927172434,-0.0007317656619895141,0.17183522332793336,8,3,5,-0.25,0,2,8,8,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 58, 3: 44, 4: 33, 5: 22}"
0.5,0.08,0.06,8,True,True,0.6605287927172434,-0.0007317656619895141,0.17183522332793336,8,3,5,-0.25,0,2,8,8,"{1: 126, 2: 61, 3: 54, 4: 36, 5: 21}","{1: 141, 2: 58, 3: 44, 4: 33, 5: 22}"
1.0,0.04,0.08,8,False,False,0.6605287927172434,-0.0007317656619895141,0.17183522332793336,8,3,5,-0.25,0,0,6,8,"{1: 126, 2: 58, 3: 59, 4: 33, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.04,0.08,8,True,False,0.6605287927172434,-0.0007317656619895141,0.17183522332793336,8,3,5,-0.25,0,0,6,8,"{1: 126, 2: 58, 3: 59, 4: 33, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.04,0.04,8,False,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.04,0.04,8,True,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.04,0.06,8,False,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.04,0.06,8,True,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.06,0.04,8,False,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.06,0.04,8,True,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.06,0.06,8,False,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.06,0.06,8,True,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.06,0.08,8,False,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.06,0.08,8,True,False,0.6605287927172434,-0.0007317656619895141,0.17519092802591996,8,3,5,-0.25,0,0,8,8,"{1: 127, 2: 59, 3: 56, 4: 34, 5: 22}","{1: 141, 2: 59, 3: 43, 4: 32, 5: 23}"
1.0,0.08,0.14,8,False,True,0.6605249388544797,-0.000735619524753206,0.14555200938628549,8,3,5,-0.25,0,2,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.08,0.14,8,True,True,0.6605249388544797,-0.000735619524753206,0.14555200938628549,8,3,5,-0.25,0,2,1,1,"{1: 124, 2: 59, 3: 58, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
2.0,0.06,0.14,10,False,False,0.6605195681132308,-0.0007409902660021617,0.14890771408427203,10,5,5,0.0,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
2.0,0.06,0.14,10,True,False,0.6605195681132308,-0.0007409902660021617,0.14890771408427203,10,5,5,0.0,0,0,2,2,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 136, 2: 63, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,12,False,False,0.6605103430078758,-0.0007502153713571103,0.14555200938628549,12,4,8,-0.3333333333333333,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
2.0,0.015,0.1,12,True,False,0.6605103430078758,-0.0007502153713571103,0.14555200938628549,12,4,8,-0.3333333333333333,0,0,2,0,"{1: 125, 2: 58, 3: 58, 4: 35, 5: 22}","{1: 134, 2: 65, 3: 44, 4: 32, 5: 23}"
1.0,0.08,0.1,12,False,False,0.6605103430078758,-0.0007502153713571103,0.1651238139319602,12,5,7,-0.16666666666666666,0,0,9,7,"{1: 127, 2: 60, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 45, 4: 30, 5: 23}"
1.0,0.08,0.1,12,True,False,0.6605103430078758,-0.0007502153713571103,0.1651238139319602,12,5,7,-0.16666666666666666,0,0,9,7,"{1: 127, 2: 60, 3: 55, 4: 34, 5: 22}","{1: 138, 2: 62, 3: 45, 4: 30, 5: 23}"
1.0,0.08,0.04,12,False,False,0.6605103430078758,-0.0007502153713571103,0.18525804211987965,12,5,7,-0.16666666666666666,0,0,12,12,"{1: 128, 2: 60, 3: 55, 4: 33, 5: 22}","{1: 143, 2: 58, 3: 43, 4: 31, 5: 23}"
1.0,0.08,0.04,12,True,False,0.6605103430078758,-0.0007502153713571103,0.18525804211987965,12,5,7,-0.16666666666666666,0,0,12,12,"{1: 128, 2: 60, 3: 55, 4: 33, 5: 22}","{1: 143, 2: 58, 3: 43, 4: 31, 5: 23}"
1.0,0.08,0.06,12,False,False,0.6605103430078758,-0.0007502153713571103,0.18525804211987965,12,5,7,-0.16666666666666666,0,0,12,12,"{1: 128, 2: 60, 3: 55, 4: 33, 5: 22}","{1: 143, 2: 58, 3: 43, 4: 31, 5: 23}"
1.0,0.08,0.06,12,True,False,0.6605103430078758,-0.0007502153713571103,0.18525804211987965,12,5,7,-0.16666666666666666,0,0,12,12,"{1: 128, 2: 60, 3: 55, 4: 33, 5: 22}","{1: 143, 2: 58, 3: 43, 4: 31, 5: 23}"
1.0,0.08,0.08,12,False,False,0.6605103430078758,-0.0007502153713571103,0.18525804211987965,12,5,7,-0.16666666666666666,0,0,12,12,"{1: 128, 2: 59, 3: 57, 4: 32, 5: 22}","{1: 143, 2: 57, 3: 45, 4: 30, 5: 23}"
1.0,0.08,0.08,12,True,False,0.6605103430078758,-0.0007502153713571103,0.18525804211987965,12,5,7,-0.16666666666666666,0,0,12,12,"{1: 128, 2: 59, 3: 57, 4: 32, 5: 22}","{1: 143, 2: 57, 3: 45, 4: 30, 5: 23}"
2.0,0.06,0.1,12,False,True,0.6605064773506522,-0.0007540810285807664,0.16568623757420492,12,6,6,0.0,0,5,10,8,"{1: 126, 2: 62, 3: 54, 4: 35, 5: 21}","{1: 139, 2: 61, 3: 44, 4: 32, 5: 22}"
2.0,0.06,0.1,12,True,True,0.6605064773506522,-0.0007540810285807664,0.16568623757420492,12,6,6,0.0,0,5,10,8,"{1: 126, 2: 62, 3: 54, 4: 35, 5: 21}","{1: 139, 2: 61, 3: 44, 4: 32, 5: 22}"
2.0,0.06,0.04,12,False,True,0.6605064773506522,-0.0007540810285807664,0.18190233742189313,12,6,6,0.0,0,5,12,12,"{1: 127, 2: 62, 3: 53, 4: 35, 5: 21}","{1: 143, 2: 57, 3: 44, 4: 32, 5: 22}"
2.0,0.06,0.04,12,True,True,0.6605064773506522,-0.0007540810285807664,0.18190233742189313,12,6,6,0.0,0,5,12,12,"{1: 127, 2: 62, 3: 53, 4: 35, 5: 21}","{1: 143, 2: 57, 3: 44, 4: 32, 5: 22}"
2.0,0.06,0.06,12,False,True,0.6605064773506522,-0.0007540810285807664,0.18190233742189313,12,6,6,0.0,0,5,12,12,"{1: 127, 2: 62, 3: 53, 4: 35, 5: 21}","{1: 143, 2: 57, 3: 44, 4: 32, 5: 22}"
2.0,0.06,0.06,12,True,True,0.6605064773506522,-0.0007540810285807664,0.18190233742189313,12,6,6,0.0,0,5,12,12,"{1: 127, 2: 62, 3: 53, 4: 35, 5: 21}","{1: 143, 2: 57, 3: 44, 4: 32, 5: 22}"
2.0,0.06,0.08,12,False,True,0.6605064773506522,-0.0007540810285807664,0.18190233742189313,12,6,6,0.0,0,5,12,12,"{1: 127, 2: 62, 3: 53, 4: 35, 5: 21}","{1: 143, 2: 57, 3: 44, 4: 32, 5: 22}"
2.0,0.06,0.08,12,True,True,0.6605064773506522,-0.0007540810285807664,0.18190233742189313,12,6,6,0.0,0,5,12,12,"{1: 127, 2: 62, 3: 53, 4: 35, 5: 21}","{1: 143, 2: 57, 3: 44, 4: 32, 5: 22}"
1.0,0.025,0.1,6,False,False,0.6604670010804797,-0.0007935572987531891,0.14890771408427206,6,2,4,-0.3333333333333333,0,0,2,1,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.1,6,True,False,0.6604670010804797,-0.0007935572987531891,0.14890771408427206,6,2,4,-0.3333333333333333,0,0,2,1,"{1: 124, 2: 60, 3: 57, 4: 35, 5: 22}","{1: 135, 2: 64, 3: 44, 4: 32, 5: 23}"
1.0,0.025,0.08,6,False,False,0.6604670010804797,-0.0007935572987531891,0.1651238139319602,6,2,4,-0.3333333333333333,0,0,4,5,"{1: 126, 2: 58, 3: 57, 4: 35, 5: 22}","{1: 139, 2: 60, 3: 44, 4: 32, 5: 23}"
