name,model,weight,threshold_lambda,oof_qwk,oof_lift_vs_step18b,oof_lift_vs_step25,test_l1,diff_vs_step25_public,diff_vs_step25_private,diff_vs_step25_total,forbidden_vs_step25,pub_dist,pri_dist,changed,improved,worsened,mean_delta_abs_error,risky_promotions,core_demotions,public_changed,private_changed,forbidden_changes,thresholds
step18b_bge_m3_ridge_a1000p0_w0p0250_l2p0,ridge_a1000p0,0.025,2.0,0.6595020791026418,-0.0006742566426731766,-0.0017584792765911184,0.17910905636615126,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",82,45,37,0.0975609756097561,0,16,10,11,0,"1.916555,2.535604,3.246773,4.081646"
step18b_bge_m3_ridge_a1000p0_w0p0125_l4p0,ridge_a1000p0,0.0125,4.0,0.6595011016377992,-0.0006752341075157986,-0.0017594567414337403,0.17910905636615124,7,12,19,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 38, 4: 33, 5: 22}",75,39,36,0.04,0,16,10,10,0,"1.909584,2.538080,3.248808,4.093921"
step18b_bge_m3_ridge_a100p0_w0p0225_l0p5,ridge_a100p0,0.0225,0.5,0.6595008427060494,-0.0006754930392656178,-0.0017597156731835595,0.1723976469701781,6,13,19,1,"{1: 126, 2: 60, 3: 55, 4: 35, 5: 22}","{1: 141, 2: 63, 3: 39, 4: 33, 5: 22}",79,42,37,0.06329113924050633,0,15,9,11,0,"1.916760,2.531124,3.237742,4.091248"
step18b_bge_m3_ridge_a100p0_w0p0200_l0p5,ridge_a100p0,0.02,0.5,0.6594808020807654,-0.0006955336645495525,-0.0017797562984674942,0.18917617046011098,11,17,28,1,"{1: 126, 2: 64, 3: 52, 4: 34, 5: 22}","{1: 140, 2: 65, 3: 42, 4: 29, 5: 22}",102,55,47,0.0784313725490196,0,22,14,15,0,"1.917288,2.552934,3.265728,4.088612"
step18b_bge_m3_ridge_a10p0_w0p0200_l0p5,ridge_a10p0,0.02,0.5,0.6594779601471615,-0.0006983755981534445,-0.0017825982320713862,0.18917617046011098,10,14,24,1,"{1: 125, 2: 65, 3: 51, 4: 36, 5: 21}","{1: 139, 2: 66, 3: 39, 4: 33, 5: 21}",105,56,49,0.06666666666666667,0,27,13,12,0,"1.915779,2.552381,3.248052,4.144806"
step18b_bge_m3_ridge_a10p0_w0p0325_l1p0,ridge_a10p0,0.0325,1.0,0.6594651135653798,-0.0007112221799351337,-0.0017954448138530754,0.17575335166816466,7,12,19,0,"{1: 124, 2: 64, 3: 54, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 41, 4: 31, 5: 23}",100,52,48,0.04,4,23,12,14,0,"1.920179,2.542232,3.245787,4.094694"
step18b_bge_m3_ridge_a10p0_w0p0100_l1p0,ridge_a10p0,0.01,1.0,0.6594461568877891,-0.0007301788575259094,-0.001814401491443851,0.17239764697017806,6,9,15,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 66, 3: 40, 4: 32, 5: 23}",63,31,32,-0.015873015873015872,1,14,9,7,0,"1.904710,2.531041,3.244160,4.088049"
step18b_bge_m3_huber_w0p0250_l4p0,huber,0.025,4.0,0.6594273536718684,-0.0007489820734465358,-0.0018332047073644775,0.1757533516681646,7,12,19,0,"{1: 124, 2: 64, 3: 54, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 44, 4: 28, 5: 23}",103,54,49,0.04854368932038835,7,25,12,14,0,"1.912064,2.539916,3.263674,4.095219"
step18b_bge_m3_ridge_a300p0_w0p0100_l0p5,ridge_a300p0,0.01,0.5,0.6594231369187442,-0.0007531988265707668,-0.0018374214604887085,0.17910905636615124,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",85,45,40,0.058823529411764705,0,20,10,11,0,"1.908428,2.534975,3.259030,4.128768"
step18b_bge_m3_ridge_a10p0_w0p0250_l0p5,ridge_a10p0,0.025,0.5,0.6594152430114575,-0.0007610927338574935,-0.0018453153677754353,0.16233053287621832,3,6,9,0,"{1: 124, 2: 61, 3: 56, 4: 35, 5: 22}","{1: 136, 2: 66, 3: 42, 4: 31, 5: 23}",78,42,36,0.07692307692307693,3,17,8,8,0,"1.908772,2.523635,3.249559,4.085685"
step18b_bge_m3_ridge_a300p0_w0p0300_l2p0,ridge_a300p0,0.03,2.0,0.659413549752111,-0.0007627859932040071,-0.0018470086271219488,0.17910905636615126,8,16,24,1,"{1: 126, 2: 61, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 40, 4: 31, 5: 22}",93,51,42,0.0967741935483871,0,18,11,14,0,"1.916852,2.537879,3.251961,4.097561"
step18b_bge_m3_ridge_a10p0_w0p0125_l0p5,ridge_a10p0,0.0125,0.5,0.6594131894596517,-0.0007631462856633187,-0.0018473689195812604,0.16233053287621835,3,8,11,1,"{1: 125, 2: 59, 3: 57, 4: 35, 5: 22}","{1: 137, 2: 66, 3: 39, 4: 33, 5: 23}",58,29,29,0.0,0,13,6,6,0,"1.906819,2.517257,3.240847,4.092312"
step18b_bge_m3_huber_w0p0200_l1p0,huber,0.02,1.0,0.6594113468846983,-0.000764988860616711,-0.0018492114945346527,0.1723976469701781,6,11,17,0,"{1: 124, 2: 63, 3: 53, 4: 36, 5: 22}","{1: 139, 2: 64, 3: 40, 4: 32, 5: 23}",91,47,44,0.03296703296703297,5,19,11,11,0,"1.912915,2.537547,3.247838,4.085849"
step18b_bge_m3_ridge_a10p0_w0p0175_l2p0,ridge_a10p0,0.0175,2.0,0.6594013063062496,-0.0007750294390653778,-0.0018592520729833195,0.17575335166816464,6,9,15,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 31, 5: 23}",76,41,35,0.07894736842105263,0,16,9,9,0,"1.910096,2.536213,3.244681,4.101147"
step18b_bge_m3_ridge_a10p0_w0p0300_l0p5,ridge_a10p0,0.03,0.5,0.6593919112656478,-0.0007844244796672006,-0.0018686471135851423,0.1690419422721915,7,12,19,0,"{1: 123, 2: 63, 3: 56, 4: 35, 5: 21}","{1: 136, 2: 67, 3: 44, 4: 30, 5: 21}",104,57,47,0.09615384615384616,4,28,12,12,0,"1.907916,2.538674,3.269368,4.123869"
step18b_bge_m3_ridge_a100p0_w0p0150_l2p0,ridge_a100p0,0.015,2.0,0.6593873855418088,-0.0007889502035062224,-0.001873172837424164,0.17910905636615124,7,12,19,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 38, 4: 33, 5: 22}",78,41,37,0.05128205128205128,0,17,10,10,0,"1.912149,2.537133,3.248703,4.091007"
step18b_bge_m3_ridge_a10p0_w0p0250_l2p0,ridge_a10p0,0.025,2.0,0.6593781500157541,-0.0007981857295609185,-0.0018824083634788602,0.17239764697017806,5,9,14,0,"{1: 124, 2: 63, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 65, 3: 41, 4: 31, 5: 23}",90,47,43,0.044444444444444446,4,19,10,11,0,"1.914073,2.542860,3.248379,4.085670"
step18b_bge_m3_ridge_a100p0_w0p0250_l1p0,ridge_a100p0,0.025,1.0,0.6593691087750984,-0.0008072269702166235,-0.0018914496041345652,0.17910905636615124,6,11,17,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 67, 3: 38, 4: 33, 5: 22}",80,42,38,0.05,0,16,9,9,0,"1.910361,2.535303,3.244527,4.108048"
step18b_bge_m3_ridge_a30p0_w0p0375_l0p5,ridge_a30p0,0.0375,0.5,0.6593650801336731,-0.000811255611641859,-0.0018954782455598007,0.16568623757420492,6,8,14,0,"{1: 123, 2: 63, 3: 54, 4: 36, 5: 22}","{1: 139, 2: 63, 3: 41, 4: 32, 5: 23}",82,42,40,0.024390243902439025,8,16,11,10,0,"1.913682,2.521839,3.228430,4.081693"
step18b_bge_m3_ridge_a10p0_w0p0200_l4p0,ridge_a10p0,0.02,4.0,0.6593643415643494,-0.0008119941809655584,-0.0018962168148835001,0.17575335166816464,6,9,15,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 31, 5: 23}",84,45,39,0.07142857142857142,0,18,9,9,0,"1.911895,2.543096,3.244684,4.097446"
step18b_bge_m3_ridge_a100p0_w0p0225_l1p0,ridge_a100p0,0.0225,1.0,0.6593624712784847,-0.0008138644668302941,-0.0018980871007482358,0.1723976469701781,5,9,14,1,"{1: 125, 2: 61, 3: 55, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 39, 4: 32, 5: 23}",70,35,35,0.0,0,14,8,9,0,"1.909722,2.529514,3.242540,4.079974"
step18b_bge_m3_ridge_a1000p0_w0p0150_l4p0,ridge_a1000p0,0.015,4.0,0.6593597634065264,-0.0008165723387886237,-0.0019007949727065654,0.17910905636615126,7,14,21,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 39, 4: 32, 5: 22}",82,43,39,0.04878048780487805,0,19,10,12,0,"1.912683,2.536515,3.251832,4.100070"
step18b_bge_m3_huber_w0p0150_l1p0,huber,0.015,1.0,0.6593577277249338,-0.0008186080203811397,-0.0019028306542990814,0.17575335166816464,6,10,16,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 39, 4: 32, 5: 23}",80,41,39,0.025,4,15,9,8,0,"1.912550,2.533545,3.246293,4.084528"
step18b_bge_m3_ridge_a1000p0_w0p0375_l2p0,ridge_a1000p0,0.0375,2.0,0.6593561138869442,-0.0008202218583708287,-0.0019044444922887704,0.17910905636615124,8,14,22,1,"{1: 126, 2: 61, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",91,49,42,0.07692307692307693,0,15,11,12,0,"1.920949,2.535544,3.240163,4.085354"
step18b_bge_m3_ridge_a1000p0_w0p0400_l4p0,ridge_a1000p0,0.04,4.0,0.6593561138869442,-0.0008202218583708287,-0.0019044444922887704,0.17910905636615126,7,14,21,1,"{1: 125, 2: 62, 3: 55, 4: 34, 5: 22}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",91,49,42,0.07692307692307693,0,15,10,12,0,"1.920563,2.534692,3.236688,4.080806"
step18b_bge_m3_ridge_a1000p0_w0p0200_l2p0,ridge_a1000p0,0.02,2.0,0.6593505898477342,-0.0008257458975807763,-0.001909968531498718,0.17910905636615126,7,14,21,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 39, 4: 32, 5: 22}",82,44,38,0.07317073170731707,0,16,10,12,0,"1.914117,2.536150,3.249203,4.103030"
step18b_bge_m3_ridge_a3p0_w0p0150_l4p0,ridge_a3p0,0.015,4.0,0.6593505150483927,-0.0008258206969222748,-0.0019100433308402165,0.17575335166816464,6,9,15,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 31, 5: 23}",84,45,39,0.07142857142857142,0,17,9,9,0,"1.909754,2.540285,3.250457,4.102386"
step18b_bge_m3_ridge_a10p0_w0p0250_l1p0,ridge_a10p0,0.025,1.0,0.6593413296289239,-0.0008350061163910905,-0.0019192287503090322,0.17239764697017806,5,9,14,0,"{1: 124, 2: 63, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 65, 3: 41, 4: 31, 5: 23}",90,48,42,0.06666666666666667,2,19,10,11,0,"1.912999,2.539759,3.250494,4.102379"
step18b_bge_m3_ridge_a1000p0_w0p0200_l4p0,ridge_a1000p0,0.02,4.0,0.6593413296289239,-0.0008350061163910905,-0.0019192287503090322,0.17910905636615126,7,14,21,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 39, 4: 32, 5: 22}",84,45,39,0.07142857142857142,0,18,10,12,0,"1.915935,2.535711,3.252203,4.105067"
step18b_bge_m3_ridge_a10p0_w0p0325_l2p0,ridge_a10p0,0.0325,2.0,0.6593412661880608,-0.0008350695572542088,-0.0019192921911721506,0.17575335166816466,7,13,20,0,"{1: 124, 2: 64, 3: 54, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 42, 4: 30, 5: 23}",96,51,45,0.0625,4,21,12,15,0,"1.917104,2.541444,3.247651,4.090427"
step18b_bge_m3_ridge_a10p0_w0p0375_l0p5,ridge_a10p0,0.0375,0.5,0.6593344999441073,-0.0008418358012076688,-0.0019260584351256105,0.1690419422721915,8,11,19,0,"{1: 123, 2: 63, 3: 53, 4: 36, 5: 23}","{1: 139, 2: 64, 3: 41, 4: 30, 5: 24}",91,44,47,-0.03296703296703297,17,15,11,13,0,"1.915832,2.528373,3.224371,4.064197"
step18b_bge_m3_huber_w0p0250_l1p0,huber,0.025,1.0,0.6593320689066402,-0.0008442668386747787,-0.0019284894725927204,0.16904194227219146,5,12,17,0,"{1: 124, 2: 62, 3: 56, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 44, 4: 28, 5: 23}",104,54,50,0.038461538461538464,8,25,10,14,0,"1.909376,2.536294,3.259159,4.095100"
step18b_bge_m3_ridge_a3p0_w0p0275_l2p0,ridge_a3p0,0.0275,2.0,0.6593227669606389,-0.0008535687846761286,-0.0019377914185940703,0.1791090563661513,8,12,20,0,"{1: 124, 2: 65, 3: 53, 4: 34, 5: 22}","{1: 140, 2: 63, 3: 42, 4: 30, 5: 23}",100,52,48,0.04,4,22,13,14,0,"1.918541,2.547186,3.254673,4.094190"
step18b_bge_m3_ridge_a10p0_w0p0250_l4p0,ridge_a10p0,0.025,4.0,0.6593125959015806,-0.0008637398437343347,-0.0019479624776522764,0.1723976469701781,5,10,15,0,"{1: 124, 2: 63, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 64, 3: 41, 4: 31, 5: 23}",91,48,43,0.054945054945054944,2,19,10,12,0,"1.915176,2.542638,3.250689,4.098559"
step18b_bge_m3_ridge_a10p0_w0p0150_l0p5,ridge_a10p0,0.015,0.5,0.659294115787104,-0.0008822199582110279,-0.0019664425921289697,0.1690419422721915,5,13,18,1,"{1: 125, 2: 61, 3: 55, 4: 35, 5: 22}","{1: 138, 2: 65, 3: 44, 4: 29, 5: 22}",83,44,39,0.060240963855421686,0,21,8,11,0,"1.910088,2.524683,3.266012,4.123595"
step18b_bge_m3_ridge_a100p0_w0p0125_l2p0,ridge_a100p0,0.0125,2.0,0.6592784120717281,-0.0008979236735868756,-0.0019821463075048174,0.17910905636615124,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",79,41,38,0.0379746835443038,0,17,10,11,0,"1.912080,2.538954,3.251501,4.094548"
step18b_bge_m3_huber_w0p0125_l1p0,huber,0.0125,1.0,0.6592783983265167,-0.0008979374187982891,-0.001982160052716231,0.17575335166816464,6,10,16,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 39, 4: 32, 5: 23}",81,42,39,0.037037037037037035,2,16,9,8,0,"1.909882,2.536255,3.248646,4.104076"
step18b_bge_m3_ridge_a1000p0_w0p0225_l4p0,ridge_a1000p0,0.0225,4.0,0.6592746915687256,-0.0009016441765893335,-0.001985866810507275,0.17910905636615126,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",86,46,40,0.06976744186046512,0,17,10,11,0,"1.917344,2.537533,3.248323,4.089161"
step18b_bge_m3_huber_w0p0275_l1p0,huber,0.0275,1.0,0.6592737831314204,-0.0009025526138946027,-0.0019867752478125444,0.16904194227219146,6,11,17,0,"{1: 124, 2: 62, 3: 55, 4: 35, 5: 22}","{1: 138, 2: 65, 3: 43, 4: 29, 5: 23}",107,55,52,0.028037383177570093,12,24,11,13,0,"1.912752,2.535164,3.256986,4.091630"
step18b_bge_m3_ridge_a30p0_w0p0200_l4p0,ridge_a30p0,0.02,4.0,0.6592645386113754,-0.0009117971339396291,-0.001996019767857571,0.17575335166816466,7,11,18,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 40, 4: 31, 5: 23}",83,44,39,0.060240963855421686,0,16,10,11,0,"1.913118,2.537429,3.247843,4.091386"
step18b_bge_m3_ridge_a1000p0_w0p0125_l2p0,ridge_a1000p0,0.0125,2.0,0.659258993686215,-0.0009173420590999903,-0.002001564693017932,0.17575335166816466,7,11,18,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 39, 4: 33, 5: 22}",74,38,36,0.02702702702702703,0,16,10,9,0,"1.908869,2.532257,3.249133,4.096149"
step18b_bge_m3_ridge_a30p0_w0p0200_l1p0,ridge_a30p0,0.02,1.0,0.6592579649983934,-0.0009183707469215818,-0.0020025933808395235,0.18917617046011098,10,16,26,1,"{1: 126, 2: 64, 3: 51, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 41, 4: 30, 5: 22}",104,54,50,0.038461538461538464,0,23,13,14,0,"1.916589,2.549673,3.259179,4.117900"
step18b_bge_m3_ridge_a100p0_w0p0175_l0p5,ridge_a100p0,0.0175,0.5,0.6592572661155067,-0.0009190696298082557,-0.0020032922637261974,0.16904194227219152,5,12,17,1,"{1: 126, 2: 59, 3: 56, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 38, 4: 34, 5: 22}",64,31,33,-0.03125,0,13,8,8,0,"1.913296,2.527895,3.228712,4.089237"
step18b_bge_m3_ridge_a10p0_w0p0125_l1p0,ridge_a10p0,0.0125,1.0,0.6592514553624838,-0.000924880382831228,-0.0020091030167491697,0.17575335166816466,6,11,17,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 40, 4: 32, 5: 22}",86,45,41,0.046511627906976744,0,19,9,9,0,"1.908797,2.538525,3.254816,4.127940"
step18b_bge_m3_ridge_a30p0_w0p0250_l2p0,ridge_a30p0,0.025,2.0,0.6592367372069754,-0.0009395985383395811,-0.0020238211722575228,0.1723976469701781,4,11,15,0,"{1: 124, 2: 62, 3: 55, 4: 35, 5: 22}","{1: 138, 2: 66, 3: 41, 4: 30, 5: 23}",87,47,40,0.08045977011494253,0,19,9,11,0,"1.911999,2.536308,3.251699,4.099890"
step18b_bge_m3_ridge_a1000p0_w0p0375_l4p0,ridge_a1000p0,0.0375,4.0,0.659232143606849,-0.0009441921384659713,-0.002028414772383913,0.17910905636615124,9,14,23,1,"{1: 126, 2: 61, 3: 55, 4: 33, 5: 23}","{1: 141, 2: 64, 3: 38, 4: 33, 5: 22}",89,48,41,0.07865168539325842,0,15,12,12,0,"1.921176,2.536614,3.238599,4.075537"
step18b_bge_m3_ridge_a1000p0_w0p0350_l4p0,ridge_a1000p0,0.035,4.0,0.659232143606849,-0.0009441921384659713,-0.002028414772383913,0.17910905636615126,9,13,22,1,"{1: 126, 2: 61, 3: 55, 4: 33, 5: 23}","{1: 140, 2: 65, 3: 38, 4: 33, 5: 22}",89,48,41,0.07865168539325842,0,15,12,11,0,"1.919740,2.535076,3.241781,4.073770"
step18b_bge_m3_ridge_a3p0_w0p0175_l4p0,ridge_a3p0,0.0175,4.0,0.6592173286951395,-0.0009590070501754866,-0.0020432296840934283,0.17575335166816464,6,9,15,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 31, 5: 23}",88,47,41,0.06818181818181818,2,17,9,9,0,"1.909437,2.542561,3.251061,4.101900"
step18b_bge_m3_ridge_a10p0_w0p0275_l1p0,ridge_a10p0,0.0275,1.0,0.6592135448695535,-0.0009627908757614545,-0.002047013509679396,0.17575335166816472,7,12,19,0,"{1: 124, 2: 64, 3: 54, 4: 34, 5: 22}","{1: 140, 2: 63, 3: 42, 4: 30, 5: 23}",97,51,46,0.05154639175257732,3,20,12,14,0,"1.915691,2.542349,3.251600,4.103998"
step18b_bge_m3_ridge_a10p0_w0p0200_l1p0,ridge_a10p0,0.02,1.0,0.6592126534831311,-0.000963682262183907,-0.0020479048961018487,0.17575335166816464,6,9,15,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 31, 5: 23}",86,46,40,0.06976744186046512,1,17,9,9,0,"1.909761,2.538837,3.250707,4.103698"
step18b_bge_m3_ridge_a30p0_w0p0175_l1p0,ridge_a30p0,0.0175,1.0,0.6592099498924652,-0.0009663858528498048,-0.0020506084867677465,0.18917617046011095,11,15,26,1,"{1: 126, 2: 64, 3: 52, 4: 34, 5: 22}","{1: 139, 2: 66, 3: 42, 4: 28, 5: 23}",100,53,47,0.06,0,22,14,15,0,"1.914856,2.551042,3.268913,4.094248"
step18b_bge_m3_ridge_a1000p0_w0p0275_l4p0,ridge_a1000p0,0.0275,4.0,0.6592034972134073,-0.0009728385319076605,-0.002057061165825602,0.17910905636615124,7,12,19,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 38, 4: 33, 5: 22}",86,47,39,0.09302325581395349,0,16,10,10,0,"1.918402,2.536405,3.245791,4.083607"
step18b_bge_m3_ridge_a10p0_w0p0225_l2p0,ridge_a10p0,0.0225,2.0,0.6591980422358027,-0.0009782935095122847,-0.0020625161434302264,0.17575335166816464,6,9,15,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 31, 5: 23}",87,45,42,0.034482758620689655,2,19,9,9,0,"1.913276,2.542462,3.245440,4.090513"
step18b_bge_m3_ridge_a10p0_w0p0400_l2p0,ridge_a10p0,0.04,2.0,0.6591933618371807,-0.000982973908134288,-0.00206719654205223,0.17575335166816466,9,12,21,0,"{1: 123, 2: 65, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 63, 3: 42, 4: 30, 5: 23}",103,55,48,0.06796116504854369,8,24,14,14,0,"1.916420,2.539412,3.244828,4.088554"
step18b_bge_m3_ridge_a1000p0_w0p0100_l2p0,ridge_a1000p0,0.01,2.0,0.6591886755687044,-0.0009876601766105608,-0.0020718828105285025,0.17910905636615124,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",81,42,39,0.037037037037037035,0,19,10,11,0,"1.910109,2.538095,3.253855,4.102156"
step18b_bge_m3_ridge_a10p0_w0p0350_l1p0,ridge_a10p0,0.035,1.0,0.6591809154622604,-0.0009954202830545489,-0.0020796429169724906,0.1757533516681647,8,15,23,0,"{1: 123, 2: 65, 3: 54, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 43, 4: 30, 5: 22}",103,56,47,0.08737864077669903,4,22,13,17,0,"1.915668,2.542012,3.253313,4.101244"
step18b_bge_m3_ridge_a1000p0_w0p0350_l2p0,ridge_a1000p0,0.035,2.0,0.6591701654427341,-0.0010061703025808777,-0.0020903929364988194,0.17910905636615126,8,12,20,1,"{1: 125, 2: 62, 3: 55, 4: 33, 5: 23}","{1: 139, 2: 66, 3: 38, 4: 33, 5: 22}",87,47,40,0.08045977011494253,0,15,11,10,0,"1.917785,2.537082,3.237311,4.073875"
step18b_bge_m3_ridge_a300p0_w0p0100_l1p0,ridge_a300p0,0.01,1.0,0.659169288222876,-0.0010070475224389641,-0.002091270156356906,0.17910905636615124,7,13,20,1,"{1: 126, 2: 61, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 66, 3: 39, 4: 32, 5: 22}",78,40,38,0.02564102564102564,0,17,10,11,0,"1.909087,2.538919,3.251807,4.102808"
step18b_bge_m3_ridge_a10p0_w0p0225_l1p0,ridge_a10p0,0.0225,1.0,0.6591609096257378,-0.0010154261195771674,-0.002099648753495109,0.17575335166816466,6,12,18,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 140, 2: 64, 3: 40, 4: 31, 5: 23}",89,46,43,0.033707865168539325,0,20,9,12,0,"1.915195,2.539994,3.247109,4.109569"
step18b_bge_m3_ridge_a100p0_w0p0225_l2p0,ridge_a100p0,0.0225,2.0,0.65916019396066,-0.0010161417846550336,-0.0021003644185729753,0.18246476106413784,8,12,20,1,"{1: 126, 2: 62, 3: 53, 4: 35, 5: 22}","{1: 140, 2: 65, 3: 38, 4: 32, 5: 23}",84,44,40,0.047619047619047616,0,18,11,12,0,"1.915767,2.540624,3.246580,4.084484"
step18b_bge_m3_ridge_a10p0_w0p0175_l1p0,ridge_a10p0,0.0175,1.0,0.65916019396066,-0.0010161417846550336,-0.0021003644185729753,0.18917617046011095,9,10,19,1,"{1: 125, 2: 65, 3: 51, 4: 35, 5: 22}","{1: 137, 2: 68, 3: 39, 4: 31, 5: 23}",84,44,40,0.047619047619047616,0,16,12,10,0,"1.910970,2.547361,3.247496,4.093328"
step18b_bge_m3_ridge_a10p0_w0p0225_l4p0,ridge_a10p0,0.0225,4.0,0.6591554907621203,-0.0010208449831946576,-0.0021050676171125993,0.18246476106413778,8,9,17,1,"{1: 125, 2: 64, 3: 52, 4: 35, 5: 22}","{1: 137, 2: 67, 3: 40, 4: 31, 5: 23}",86,45,41,0.046511627906976744,1,19,11,9,0,"1.913604,2.546297,3.245977,4.098737"
step18b_bge_m3_ridge_a10p0_w0p0350_l4p0,ridge_a10p0,0.035,4.0,0.6591469374140471,-0.0010293983312679167,-0.0021136209651858584,0.17575335166816472,8,13,21,0,"{1: 123, 2: 65, 3: 54, 4: 34, 5: 22}","{1: 141, 2: 62, 3: 42, 4: 30, 5: 23}",99,52,47,0.050505050505050504,4,22,13,15,0,"1.916371,2.542385,3.249787,4.095559"
step18b_bge_m3_ridge_a30p0_w0p0200_l2p0,ridge_a30p0,0.02,2.0,0.6591453734469344,-0.0010309622983806221,-0.002115184932298564,0.1757533516681647,6,11,17,1,"{1: 125, 2: 62, 3: 54, 4: 35, 5: 22}","{1: 139, 2: 65, 3: 40, 4: 31, 5: 23}",79,41,38,0.0379746835443038,0,16,9,11,0,"1.911488,2.536923,3.246494,4.091720"
step18b_bge_m3_ridge_a3p0_w0p0225_l4p0,ridge_a3p0,0.0225,4.0,0.6591075296042788,-0.001068806141036216,-0.0021530287749541577,0.1723976469701781,5,8,13,0,"{1: 124, 2: 63, 3: 54, 4: 35, 5: 22}","{1: 137, 2: 66, 3: 41, 4: 31, 5: 23}",88,46,42,0.045454545454545456,4,18,10,10,0,"1.910563,2.540600,3.246988,4.092076"
step18b_bge_m3_ridge_a10p0_w0p0275_l0p5,ridge_a10p0,0.0275,0.5,0.6591027926764952,-0.0010735430688197933,-0.002157765702737735,0.16904194227219146,5,10,15,0,"{1: 124, 2: 62, 3: 56, 4: 34, 5: 22}","{1: 138, 2: 65, 3: 42, 4: 30, 5: 23}",88,46,42,0.045454545454545456,4,18,10,12,0,"1.912110,2.536712,3.250986,4.088130"
step18b_bge_m3_ridge_a300p0_w0p0125_l0p5,ridge_a300p0,0.0125,0.5,0.659099448561644,-0.0010768871836709382,-0.00216110981758888,0.17910905636615124,6,9,15,1,"{1: 124, 2: 63, 3: 54, 4: 34, 5: 23}","{1: 136, 2: 69, 3: 37, 4: 33, 5: 23}",69,32,37,-0.07246376811594203,6,15,9,7,0,"1.902114,2.534136,3.240043,4.065766"
