lookup_id,lookup_type,lookup_value,s2_found,s2_error,s2_paper_id,s2_title,s2_venue,s2_year,s2_reference_count,s2_citation_count,s2_influential_citation_count,s2_publication_types,s2_fields_of_study,s2_is_open_access
DOI:10.1145/3209108.3209158,doi,10.1145/3209108.3209158,True,,05649a68befe8a3d520ffab080e890f1d77e57e1,Wreath Products of Distributive Forest Algebras,Logic in Computer Science,2018.0,26.0,1.0,0.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209160,doi,10.1145/3209108.3209160,True,,f7a0f0d00587f4cf4c2a7f8d795142af0cbb8cb2,"Tree-depth, quantifier elimination, and quantifier rank",Logic in Computer Science,2018.0,21.0,9.0,0.0,Book|JournalArticle|Conference,Mathematics|Computer Science,False
DOI:10.1145/3209108.3209162,doi,10.1145/3209108.3209162,True,,6085317ece1693c6c1c34a9eab45889f638697a2,A pseudo-quasi-polynomial algorithm for mean-payoff parity games,Logic in Computer Science,2018.0,33.0,21.0,1.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209163,doi,10.1145/3209108.3209163,True,,30ae1ea744af6ac53e7624235d31d89a7a76496e,Regular and First-Order List Functions,Logic in Computer Science,2018.0,30.0,25.0,5.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209164,doi,10.1145/3209108.3209164,True,,dbdb84abeb5a24ff3ec5395bdd41ed9145be501a,Rational Synthesis Under Imperfect Information,Logic in Computer Science,2018.0,33.0,19.0,2.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3209108.3209166,doi,10.1145/3209108.3209166,True,,67dbe4b8d0e7b31b8833999556fffc5171b5f355,Syntax and Semantics for Operations with Scopes,Logic in Computer Science,2018.0,30.0,32.0,4.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3209108.3209167,doi,10.1145/3209108.3209167,True,,cfd2b01d5281c370adfb206124990226035a261b,The State Complexity of Alternating Automata,Logic in Computer Science,2018.0,29.0,4.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,False
DOI:10.1145/3209108.3209168,doi,10.1145/3209108.3209168,True,,d3f7e151e6d754fc6d2bfe26cf47cbe497afc04f,Weighted model counting beyond two-variable logic,Logic in Computer Science,2018.0,20.0,32.0,4.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209169,doi,10.1145/3209108.3209169,True,,d9aea772555476d47d789449bb212a5c280fc432,Sound up-to techniques and Complete abstract domains,Logic in Computer Science,2018.0,60.0,17.0,1.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209173,doi,10.1145/3209108.3209173,True,,5a6ca6715e960d37fd9bc4b308e35e7460466b83,Satisfiability in multi-valued circuits,Logic in Computer Science,2017.0,46.0,17.0,1.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209175,doi,10.1145/3209108.3209175,True,,ec5fad357012764eb683816ed2c7d78083553daf,Boolean-Valued Semantics for the Stochastic λ-Calculus,Logic in Computer Science,2018.0,25.0,14.0,0.0,Book|JournalArticle|Conference,Computer Science,True
DOI:10.1145/3209108.3209176,doi,10.1145/3209108.3209176,True,,152b17c935aa6af12e3f430fbfe0ee5f8f835018,Conditional Value-at-Risk for Reachability and Mean Payoff in Markov Decision Processes,Logic in Computer Science,2018.0,35.0,21.0,1.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3209108.3209178,doi,10.1145/3209108.3209178,True,,c9d2f43aad6b05e1bf86390a759b0c185c17a8eb,On the number of types in sparse graphs,Logic in Computer Science,2017.0,43.0,38.0,5.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209179,doi,10.1145/3209108.3209179,True,,14a1ca1fce8c8a42b6bfe551598b3e48813b4b98,Model-Theoretic Characterization of Boolean and Arithmetic Circuit Classes of Small Depth,Logic in Computer Science,2018.0,25.0,5.0,1.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3209108.3209180,doi,10.1145/3209108.3209180,True,,a32b670fe8ca065b9e0186b1c3a3db476edecea9,A van Benthem Theorem for Fuzzy Modal Logic,Logic in Computer Science,2018.0,59.0,20.0,1.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209181,doi,10.1145/3209108.3209181,True,,38b3105780e0a035798ea18df5c89fd709300714,Logics for Word Transductions with Synthesis,Logic in Computer Science,2017.0,39.0,5.0,0.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209183,doi,10.1145/3209108.3209183,True,,19002832a6ca74845ae48a5f7b3af4d350018717,Free Higher Groups in Homotopy Type Theory,Logic in Computer Science,2018.0,27.0,13.0,3.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3209108.3209184,doi,10.1145/3209108.3209184,True,,6ec609443a9765226cfb516f31e5b79289499fef,Stochastic Shortest Paths and Weight-Bounded Properties in Markov Decision Processes,Logic in Computer Science,2018.0,34.0,17.0,4.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3209108.3209185,doi,10.1145/3209108.3209185,True,,c17343ad2b6ede04cf93b9554d3bfd4897b519cd,Distribution-based objectives for Markov Decision Processes,Logic in Computer Science,2018.0,41.0,17.0,3.0,Book|JournalArticle|Conference,Computer Science|Mathematics,True
DOI:10.1145/3209108.3209186,doi,10.1145/3209108.3209186,True,,62e15d9ae1aa487a7dc8678a89c137eba6d580f6,"Definable Ellipsoid Method, Sums-of-Squares Proofs, and the Isomorphism Problem",Logic in Computer Science,2018.0,25.0,43.0,1.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209187,doi,10.1145/3209108.3209187,True,,fb8705181e257e4394bed8d1ef5b2ceff0037f5d,The concurrent game semantics of Probabilistic PCF,Logic in Computer Science,2018.0,37.0,30.0,0.0,Book|JournalArticle|Conference,Computer Science,True
DOI:10.1145/3209108.3209189,doi,10.1145/3209108.3209189,True,,84720a9402649cd4139a51852dadb43343452ab0,Syntax and Semantics of Quantitative Type Theory,Logic in Computer Science,2018.0,39.0,126.0,19.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3209108.3209190,doi,10.1145/3209108.3209190,True,,217edc29375387de84b562c119d8d0d9c4110627,On computability and tractability for infinite sets,Logic in Computer Science,2018.0,18.0,6.0,0.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3209108.3209191,doi,10.1145/3209108.3209191,True,,6ac43644a76153994e97ad77899619c3e9be4c0b,Efficient Algorithms for Asymptotic Bounds on Termination Time in VASS,Logic in Computer Science,2018.0,37.0,14.0,0.0,Book|JournalArticle|Conference,Computer Science|Mathematics,True
DOI:10.1145/3209108.3209193,doi,10.1145/3209108.3209193,True,,8ead9b01794858c632807b5abf1dd7abf1d61ce1,Computable decision making on the reals and other spaces: via partiality and nondeterminism,Logic in Computer Science,2018.0,39.0,6.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3209108.3209194,doi,10.1145/3209108.3209194,True,,a6f077629225f1a59cf3aa34d5a8120d0cae9a7a,A Theory of Register Monitors,Logic in Computer Science,2018.0,43.0,12.0,0.0,JournalArticle|Book|Conference,Computer Science,False
DOI:10.1145/3209108.3209197,doi,10.1145/3209108.3209197,True,,3d1068593af596aa0fa3d629b7690563cdbf7a8f,On Higher Inductive Types in Cubical Type Theory,Logic in Computer Science,2018.0,30.0,85.0,7.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3209108.3209198,doi,10.1145/3209108.3209198,True,,7cf03f8c12863869808f6befcc309ce925b24b0f,Probabilistic Stable Functions on Discrete Cones are Power Series,Logic in Computer Science,2018.0,22.0,18.0,1.0,Book|JournalArticle|Conference,Computer Science|Mathematics,False
DOI:10.1145/3209108.3209199,doi,10.1145/3209108.3209199,True,,0f7247f5adbab69b46f144a8b6e6692f64151bf1,A sequent calculus with dependent types for classical arithmetic,Logic in Computer Science,2018.0,37.0,10.0,0.0,Book|JournalArticle|Conference,Computer Science,True
DOI:10.1145/3209108.3209200,doi,10.1145/3209108.3209200,True,,8b8b07d933a68070b61454b38236dab6b9aac298,Computability Beyond Church-Turing via Choice Sequences,Logic in Computer Science,2018.0,53.0,19.0,0.0,Book|JournalArticle|Conference,Computer Science,True
DOI:10.1145/3209108.3209201,doi,10.1145/3209108.3209201,True,,19d27464c7c50231cc1ab438bbd06df13c285042,Separability by piecewise testable languages and downward closures beyond subwords,Logic in Computer Science,2018.0,30.0,23.0,0.0,Book|JournalArticle|Conference,Mathematics|Computer Science,False
DOI:10.1145/3209108.3209204,doi,10.1145/3209108.3209204,True,,f8ef2e029ff609cd4ff563be19f0fe619bfcd285,A Fixpoint Logic and Dependent Effects for Temporal Property Verification,Logic in Computer Science,2018.0,32.0,29.0,2.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3209108.3209205,doi,10.1145/3209108.3209205,True,,e62d812d7c056e13b83ac0551797181de17ab2e0,Unary negation fragment with equivalence relations has the finite model property,Logic in Computer Science,2018.0,34.0,5.0,0.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3209108.3209206,doi,10.1145/3209108.3209206,True,,1802825fd8432f9d3530d7b9df3e873504445751,Extensional and Intensional Semantic Universes: A Denotational Model of Dependent Types,Logic in Computer Science,2018.0,31.0,2.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3209108.3209207,doi,10.1145/3209108.3209207,True,,3059437893b17207c8da0397cbff7f53ffad7137,Dialectica models of type theory,Logic in Computer Science,2018.0,39.0,19.0,3.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3286062.3286072,doi,10.1145/3286062.3286072,True,,fa955dca15bd4de1b7f1926585f5da41e32de872,Internet As a Source of Randomness,ACM Workshop on Hot Topics in Networks,2018.0,45.0,0.0,0.0,Book|JournalArticle,Computer Science,False
DOI:10.1145/3319535.3354216,doi,10.1145/3319535.3354216,True,,246b967f647d5909ba95c14524456aac9febd62a,Insecure Until Proven Updated: Analyzing AMD SEV's Remote Attestation,Conference on Computer and Communications Security,2019.0,44.0,61.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3338498.3358649,doi,10.1145/3338498.3358649,True,,194a965f995449747d393014f6489d025bab7544,Anatomy of Commercial IMSI Catchers and Detectors,WPES@CCS,2019.0,98.0,39.0,4.0,JournalArticle|Book|Review,Computer Science,False
DOI:10.1145/3339984,doi,10.1145/3339984,True,,1f8eead4c98a69b7a4e08c13c99bb437093d61ba,Non-polynomial Worst-Case Analysis of Recursive Programs,International Conference on Computer Aided Verification,2017.0,79.0,33.0,1.0,JournalArticle|Conference,Computer Science,True
DOI:10.1145/3373718.3394732,doi,10.1145/3373718.3394732,True,,c2e7a58f9ba016c0d9d491c3010f6b2d7bf2f932,When Reachability Meets Grzegorczyk,Logic in Computer Science,2020.0,38.0,0.0,0.0,Book|JournalArticle|Conference|Review,Computer Science,True
DOI:10.1145/3373718.3394733,doi,10.1145/3373718.3394733,True,,5ce907607188105ae6c5cdd5e3f6685b420041c6,A tale of intersection types,Logic in Computer Science,2020.0,81.0,12.0,0.0,Book|JournalArticle|Conference|Review,Computer Science,True
DOI:10.1145/3373718.3394735,doi,10.1145/3373718.3394735,True,,6f01108ef78728431fc82078d5621f0ec6acdb34,"Contextual Types, Explained: Invited Tutorial",Logic in Computer Science,2020.0,12.0,0.0,0.0,Book|JournalArticle|Conference|Review,Computer Science,False
DOI:10.1145/3373718.3394738,doi,10.1145/3373718.3394738,True,,29ca5faafa3a029131039fc4f617576a5e88ecfd,A Cellular Howe Theorem,Logic in Computer Science,2020.0,42.0,16.0,0.0,Book|JournalArticle|Conference,Computer Science,True
DOI:10.1145/3373718.3394739,doi,10.1145/3373718.3394739,True,,6a9d4a1f74606ac6699ebfc0c1ada9389568c020,Counting Bounded Tree Depth Homomorphisms,Logic in Computer Science,2020.0,45.0,40.0,4.0,Book|JournalArticle|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394740,doi,10.1145/3373718.3394740,True,,a28aef472f09bdc77bc372df4e0c3ccd4b1aa915,Russian Constructivism in a Prefascist Theory,Logic in Computer Science,2020.0,53.0,15.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394742,doi,10.1145/3373718.3394742,True,,250eeabbbadaa2f5115ab162ba2812df4b15ce3a,A characterisation of ordered abstract probabilities,Logic in Computer Science,2019.0,60.0,8.0,0.0,Book|JournalArticle|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394743,doi,10.1145/3373718.3394743,True,,70e6bf8e9b9ad929bdf47bbdf6d9bf0c3e5fc2c6,An Efficient Normalisation Procedure for Linear Temporal Logic and Very Weak Alternating Automata,Logic in Computer Science,2020.0,26.0,14.0,1.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394744,doi,10.1145/3373718.3394744,True,,5636e0dafb0ac494da782c3f10a01722bce5b985,A Complete Proof System for 1-Free Regular Expressions Modulo Bisimilarity,Logic in Computer Science,2020.0,41.0,24.0,6.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394746,doi,10.1145/3373718.3394746,True,,4116fac14eae5ffd5818020b3a66670dc4d37b65,Universal equivalence and majority of probabilistic programs over finite fields,Logic in Computer Science,2020.0,55.0,9.0,2.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394747,doi,10.1145/3373718.3394747,True,,9d19dd2981453f828593251f479fc6ce53cc5850,Space-efficient Query Evaluation over Probabilistic Event Streams,Logic in Computer Science,2020.0,14.0,2.0,1.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3373718.3394750,doi,10.1145/3373718.3394750,True,,5ca2445bb7edf5f41a59ff887d4da64da8898c8c,Temporal Constraint Satisfaction Problems in Fixed-Point Logic,Logic in Computer Science,2020.0,80.0,13.0,2.0,JournalArticle|Book|Conference,Computer Science|Mathematics,False
DOI:10.1145/3373718.3394751,doi,10.1145/3373718.3394751,True,,40fb70e33ba4542d8042d617129ac66322916e62,Efficient Analysis of VASS Termination Complexity,Logic in Computer Science,2020.0,22.0,3.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394752,doi,10.1145/3373718.3394752,True,,8897e480bcd1e215abd5303f2724fdf990aaae02,Re-pairing brackets,Logic in Computer Science,2019.0,54.0,2.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394753,doi,10.1145/3373718.3394753,True,,24059e3fb0ba6217cb05e06ab59ce2abb4b9479c,Complexity of controlled bad sequences over finite sets of Nd,Logic in Computer Science,2020.0,20.0,8.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,False
DOI:10.1145/3373718.3394754,doi,10.1145/3373718.3394754,True,,164ef55df86302ef0f7e6c958b6b28e09d0e7003,The Surprising Power of Constant Depth Algebraic Proofs,Electron. Colloquium Comput. Complex.,2020.0,29.0,14.0,2.0,JournalArticle|Book,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394755,doi,10.1145/3373718.3394755,True,,b345644b6da590b239c9fb851c6ee8e00db8d4a2,A Higher Structure Identity Principle,Logic in Computer Science,2020.0,35.0,15.0,1.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394756,doi,10.1145/3373718.3394756,True,,1bc471e32a8310b3ff0751905b104ad9b4946a7c,Lower Bounds for QBFs of Bounded Treewidth,Logic in Computer Science,2019.0,70.0,26.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394757,doi,10.1145/3373718.3394757,True,,2a9e17d88297521bd8032a5b7c7181da354b5025,Making Streett Determinization Tight,Logic in Computer Science,2020.0,19.0,1.0,0.0,JournalArticle|Book|Conference,Mathematics|Computer Science|Physics,True
DOI:10.1145/3373718.3394758,doi,10.1145/3373718.3394758,True,,3da4391203fa916e13f44870c3345a36f8c339d5,Cones as a model of intuitionistic linear logic,Logic in Computer Science,2020.0,26.0,7.0,1.0,Book|JournalArticle|Conference,Computer Science,True
DOI:10.1145/3373718.3394759,doi,10.1145/3373718.3394759,True,,6c390adda0cafa5ba76bf7fdcb7fa08b5841a182,Partial Univalence in n-truncated Type Theory,Logic in Computer Science,2020.0,51.0,3.0,0.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394760,doi,10.1145/3373718.3394760,True,,ff1a5564936cfb7eb1b0c8d9ad2422818eb8373f,The Integers as a Higher Inductive Type,Logic in Computer Science,2020.0,23.0,9.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394762,doi,10.1145/3373718.3394762,True,,c700034fb4e1af0433c70e1a358fb3393e4008dc,Concurrent Separation Logic Meets Template Games,Logic in Computer Science,2020.0,34.0,6.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394764,doi,10.1145/3373718.3394764,True,,3a4f27af8779fed5750d4719ef93dd5d4c813f90,The Hidden Subgroup Problem for Universal Algebras,Logic in Computer Science,2020.0,21.0,2.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics|Physics,True
DOI:10.1145/3373718.3394765,doi,10.1145/3373718.3394765,True,,57f1cf766e4c2d978d888c93602335eab5413e4d,Linear Dependent Type Theory for Quantum Programming Languages: Extended Abstract,Logic in Computer Science,2020.0,54.0,38.0,3.0,Book|JournalArticle|Conference,Computer Science|Mathematics|Physics,True
DOI:10.1145/3373718.3394766,doi,10.1145/3373718.3394766,True,,b3b216c7624c8be5e5c880b6f7298516091e418f,On Computability of Logical Approaches to Branching-Time Property Verification of Programs,Logic in Computer Science,2020.0,29.0,9.0,0.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3373718.3394769,doi,10.1145/3373718.3394769,True,,aa4c19b5e09eb7062fd1d1b92e61ff03ac49f46d,Coherence and normalisation-by-evaluation for bicategorical cartesian closed structure,Logic in Computer Science,2020.0,75.0,9.0,1.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394771,doi,10.1145/3373718.3394771,True,,3dcd81eb360e6342515ed32a0e42280554131186,Algebraic models of simple type theories: A polynomial approach,Logic in Computer Science,2020.0,30.0,12.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394772,doi,10.1145/3373718.3394772,True,,d9c5bbb7c048cc8d9198b0e5fe9b837d66c55cbc,One-Clock Priced Timed Games are PSPACE-hard,Logic in Computer Science,2020.0,30.0,2.0,1.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394773,doi,10.1145/3373718.3394773,True,,89f2cc1231f73b3120a7342771d23f527c841a40,Descriptive complexity of real computation and probabilistic independence logic,Logic in Computer Science,2020.0,29.0,20.0,1.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394774,doi,10.1145/3373718.3394774,True,,923b05e6c9234cd46b4041e0ad02d8731157b0ec,Consuming and Persistent Types for Classical Logic,Logic in Computer Science,2020.0,35.0,15.0,1.0,Book|JournalArticle|Conference,Computer Science|Mathematics,False
DOI:10.1145/3373718.3394776,doi,10.1145/3373718.3394776,True,,13bacbe6f2bf7ae3261f16c27ee0ec8504e79c80,An Approach to Regular Separability in Vector Addition Systems,Logic in Computer Science,2020.0,42.0,16.0,1.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394778,doi,10.1145/3373718.3394778,True,,4faea727709a3dcefc42d3e5b6d6a888a0e62b2c,Reconciling noninterference and gradual typing,Logic in Computer Science,2020.0,40.0,12.0,2.0,JournalArticle|Book|Conference,Computer Science,False
DOI:10.1145/3373718.3394780,doi,10.1145/3373718.3394780,True,,34ec92c8f738206f1444596869da7faabceb8bf0,Intermediate problems in modular circuits satisfiability,Logic in Computer Science,2020.0,28.0,17.0,1.0,Book|JournalArticle|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394781,doi,10.1145/3373718.3394781,True,,de8654e41159a71c5276a02bf515471a71be28b2,On The Relational Width of First-Order Expansions of Finitely Bounded Homogeneous Binary Cores with Bounded Strict Width,Logic in Computer Science,2020.0,24.0,8.0,2.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394782,doi,10.1145/3373718.3394782,True,,08eed00e61afe25a4f54a6a63ab6995e13e0cce4,Uniformisations of Regular Relations Over Bi-Infinite Words,Logic in Computer Science,2020.0,16.0,4.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,False
DOI:10.1145/3373718.3394783,doi,10.1145/3373718.3394783,True,,57ec58cef53cd6d05ac217dcf0a93af6e38808af,The Complexity of Dynamic Data Race Prediction,Logic in Computer Science,2020.0,49.0,36.0,3.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394784,doi,10.1145/3373718.3394784,True,,7a931593b380747c77eae557101de49643b0b7c0,A Hennessy-Milner Theorem for ATL with Imperfect Information,Logic in Computer Science,2020.0,32.0,1.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394785,doi,10.1145/3373718.3394785,True,,79b942748f2a1120ff17d70b12dd77c751d87598,First-order tree-to-tree functions,Logic in Computer Science,2020.0,38.0,10.0,2.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394786,doi,10.1145/3373718.3394786,True,,d9e4306403f76274492ae0ac71c607c82fe652c5,On the Weisfeiler-Leman Dimension of Finite Groups,Logic in Computer Science,2020.0,42.0,18.0,6.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394787,doi,10.1145/3373718.3394787,True,,5e7d1954df16b960d7baf5769ee4cd94d73e83f2,Modal Logics with Composition on Finite Forests: Expressivity and Complexity,Logic in Computer Science,2020.0,53.0,4.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394792,doi,10.1145/3373718.3394792,True,,28b710dc9930efa64d752648370951d7acde7b81,A calculus of expandable stores: Continuation-and-environment-passing style translations,Logic in Computer Science,2020.0,37.0,2.0,0.0,Book|JournalArticle|Conference,Computer Science,True
DOI:10.1145/3373718.3394794,doi,10.1145/3373718.3394794,True,,ea36cdbeb190651d8953d71898a968ab31c4180b,A Constructive Model of Directed Univalence in Bicubical Sets,Logic in Computer Science,2020.0,37.0,35.0,2.0,Book|JournalArticle|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394795,doi,10.1145/3373718.3394795,True,,fd40994b63723655cdc2f1c74f0d20fbf816844a,Combining probabilistic and non-deterministic choice via weak distributive laws,Logic in Computer Science,2020.0,33.0,38.0,3.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394796,doi,10.1145/3373718.3394796,True,,96207ebec53642f299cf4f0b79ab138872da4496,Deciding Differential Privacy for Programs with Finite Inputs and Outputs,Logic in Computer Science,2019.0,39.0,27.0,4.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394797,doi,10.1145/3373718.3394797,True,,181017b785e7392c7180f208845cf955b8556971,A Fixed Point Theorem on Lexicographic Lattice Structures,Logic in Computer Science,2020.0,28.0,1.0,0.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3373718.3394799,doi,10.1145/3373718.3394799,True,,e0ae3405f008561fd39028ca062b79589397f3c3,Refinement-Based Game Semantics for Certified Abstraction Layers,Logic in Computer Science,2020.0,49.0,25.0,1.0,JournalArticle|Book|Conference,Computer Science,False
DOI:10.1145/3373718.3394800,doi,10.1145/3373718.3394800,True,,e5044c5b77d43b6bf5f14d60a9a8d54fbd01d59a,Coherence via Well-Foundedness: Taming Set-Quotients in Homotopy Type Theory,Logic in Computer Science,2020.0,37.0,8.0,1.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3373718.3394802,doi,10.1145/3373718.3394802,True,,849dde58c1e5fec50d212da117a5466366c40796,Extended Kripke lemma and decidability for hypersequent substructural logics,Logic in Computer Science,2020.0,31.0,5.0,0.0,JournalArticle|Book|Conference,Mathematics|Computer Science,False
DOI:10.1145/3373718.3394804,doi,10.1145/3373718.3394804,True,,1c802119a166c7984a0c4c270e76ded793b3b63c,Pebble Minimization of Polyregular Functions,Logic in Computer Science,2020.0,9.0,8.0,2.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394805,doi,10.1145/3373718.3394805,True,,d73966dd8b323e6b1b1347ec90e3e7eb4cc49048,Mixing Probabilistic and non-Probabilistic Objectives in Markov Decision Processes,Logic in Computer Science,2020.0,19.0,9.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394806,doi,10.1145/3373718.3394806,True,,6d54bded24eaa3c1a6c22bd625085dfb408f7b11,The Benefit of Being Non-Lazy in Probabilistic λ-calculus: Applicative Bisimulation is Fully Abstract for Non-Lazy Probabilistic Call-by-Name,Logic in Computer Science,2020.0,26.0,2.0,0.0,JournalArticle|Book|Conference,Computer Science|Mathematics,True
DOI:10.1145/3373718.3394807,doi,10.1145/3373718.3394807,True,,006ff96a32773a654f00d9ced2d8a2f972fbd476,Modal Intuitionistic Logics as Dialgebraic Logics,Logic in Computer Science,2020.0,86.0,11.0,2.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3373718.3394809,doi,10.1145/3373718.3394809,True,,5d9c7faf4a1cd3348afe0d771b7913cda8ca5c0c,Sparse Hashing for Scalable Approximate Model Counting: Theory and Practice,Logic in Computer Science,2020.0,40.0,28.0,1.0,Book|JournalArticle|Conference,Computer Science,False
DOI:10.1145/3373718.3394827,doi,10.1145/3373718.3394827,True,,1cbf8b78d42f921dcdf38554b0ea3c1a43417e01,Bisimulation Finiteness of Pushdown Systems Is Elementary,Logic in Computer Science,2020.0,42.0,3.0,0.0,JournalArticle|Book|Conference,Mathematics|Computer Science,True
DOI:10.1145/3485002,doi,10.1145/3485002,True,,6e41883be2301de12813c1a9b92dba09be8653fa,Sequential Equilibrium in Games of Imperfect Recall,International Conference on Principles of Knowledge Representation and Reasoning,2016.0,26.0,14.0,1.0,JournalArticle|Conference,Computer Science,False
DOI:10.1145/3531130.3532405,doi,10.1145/3531130.3532405,True,,db61ede06b669044f801015afad788bb4ab6cffa,Varieties of Quantitative Algebras and Their Monads,Logic in Computer Science,2022.0,15.0,19.0,3.0,JournalArticle|Book|Conference,Computer Science,False
DOI:10.1145/3531130.3532410,doi,10.1145/3531130.3532410,True,,82390cad182b5922b2d2367a62fad29c7c5c5b0e,The amazing mixed polynomial closure and its applications to two-variable first-order logic,Logic in Computer Science,2022.0,38.0,3.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3531130.3532419,doi,10.1145/3531130.3532419,True,,2cdfdc95c458fb1348bf54b004ccd34be5e91669,Partitions and Ewens Distributions in element-free Probability Theory,Logic in Computer Science,2022.0,24.0,5.0,0.0,JournalArticle|Book|Conference,Computer Science,True
DOI:10.1145/3531130.3532439,doi,10.1145/3531130.3532439,True,,9ddd42c16e144e175e6998475c3bac399ca9ca61,Stochastic Games with Synchronizing Objectives,Logic in Computer Science,2022.0,43.0,3.0,0.0,Book|JournalArticle|Conference,Computer Science,True
