doi_norm,coci_found,coci_error,coci_citation_count
10.24963/kr.2023/15,True,,1
10.24963/kr.2023/16,True,,0
10.24963/kr.2023/17,True,,0
10.24963/kr.2023/18,True,,1
10.24963/kr.2023/19,True,,0
10.24963/kr.2023/2,True,,2
10.24963/kr.2023/20,True,,1
10.24963/kr.2023/21,True,,2
10.24963/kr.2023/22,True,,1
10.24963/kr.2023/23,True,,1
10.24963/kr.2023/24,True,,6
10.24963/kr.2023/25,True,,0
10.24963/kr.2023/26,True,,0
10.24963/kr.2023/27,True,,1
10.24963/kr.2023/28,True,,0
10.24963/kr.2023/29,True,,1
10.24963/kr.2023/3,True,,0
10.24963/kr.2023/30,True,,1
10.24963/kr.2023/31,True,,2
10.24963/kr.2023/32,True,,2
10.24963/kr.2023/33,True,,2
10.24963/kr.2023/34,True,,1
10.24963/kr.2023/35,True,,0
10.24963/kr.2023/36,True,,0
10.24963/kr.2023/37,True,,10
10.24963/kr.2023/38,True,,1
10.24963/kr.2023/39,True,,1
10.24963/kr.2023/4,True,,1
10.24963/kr.2023/40,True,,4
10.24963/kr.2023/41,True,,1
10.24963/kr.2023/42,True,,1
10.24963/kr.2023/43,True,,0
10.24963/kr.2023/44,True,,2
10.24963/kr.2023/45,True,,0
10.24963/kr.2023/47,True,,0
10.24963/kr.2023/48,True,,0
10.24963/kr.2023/49,True,,1
10.24963/kr.2023/5,True,,0
10.24963/kr.2023/50,True,,1
10.24963/kr.2023/51,True,,0
10.24963/kr.2023/53,True,,0
10.24963/kr.2023/54,True,,0
10.24963/kr.2023/55,True,,1
10.24963/kr.2023/56,True,,0
10.24963/kr.2023/57,True,,3
10.24963/kr.2023/58,True,,7
10.24963/kr.2023/59,True,,0
10.24963/kr.2023/6,True,,0
10.24963/kr.2023/60,True,,2
10.24963/kr.2023/61,True,,1
10.24963/kr.2023/62,True,,2
10.24963/kr.2023/63,True,,1
10.24963/kr.2023/64,True,,0
10.24963/kr.2023/65,True,,8
10.24963/kr.2023/66,True,,0
10.24963/kr.2023/67,True,,0
10.24963/kr.2023/68,True,,1
10.24963/kr.2023/69,True,,0
10.24963/kr.2023/7,True,,1
10.24963/kr.2023/71,True,,2
10.24963/kr.2023/72,True,,0
10.24963/kr.2023/73,True,,0
10.24963/kr.2023/74,True,,0
10.24963/kr.2023/75,True,,0
10.24963/kr.2023/77,True,,1
10.24963/kr.2023/78,True,,3
10.24963/kr.2023/79,True,,0
10.24963/kr.2023/8,True,,1
10.24963/kr.2023/80,True,,0
10.24963/kr.2023/9,True,,4
10.24963/kr.2024/1,True,,0
10.24963/kr.2024/10,True,,0
10.24963/kr.2024/11,True,,0
10.24963/kr.2024/12,True,,1
10.24963/kr.2024/13,True,,0
10.24963/kr.2024/16,True,,0
10.24963/kr.2024/17,True,,0
10.24963/kr.2024/18,True,,0
10.24963/kr.2024/19,True,,0
10.24963/kr.2024/2,True,,2
10.24963/kr.2024/20,True,,0
10.24963/kr.2024/21,True,,0
10.24963/kr.2024/22,True,,0
10.24963/kr.2024/23,True,,0
10.24963/kr.2024/24,True,,0
10.24963/kr.2024/25,True,,1
10.24963/kr.2024/26,True,,0
10.24963/kr.2024/27,True,,0
10.24963/kr.2024/29,True,,0
10.24963/kr.2024/3,True,,0
10.24963/kr.2024/30,True,,4
10.24963/kr.2024/31,True,,0
10.24963/kr.2024/32,True,,0
10.24963/kr.2024/33,True,,0
10.24963/kr.2024/34,True,,0
10.24963/kr.2024/35,True,,1
10.24963/kr.2024/36,True,,0
10.24963/kr.2024/37,True,,0
10.24963/kr.2024/38,True,,1
10.24963/kr.2024/4,True,,0
10.24963/kr.2024/40,True,,0
10.24963/kr.2024/41,True,,0
10.24963/kr.2024/42,True,,0
10.24963/kr.2024/44,True,,0
10.24963/kr.2024/45,True,,2
10.24963/kr.2024/46,True,,0
10.24963/kr.2024/48,True,,2
10.24963/kr.2024/49,True,,0
10.24963/kr.2024/5,True,,1
10.24963/kr.2024/50,True,,0
10.24963/kr.2024/51,True,,0
10.24963/kr.2024/52,True,,0
10.24963/kr.2024/53,True,,0
10.24963/kr.2024/54,True,,1
10.24963/kr.2024/55,True,,0
10.24963/kr.2024/56,True,,0
10.24963/kr.2024/57,True,,1
10.24963/kr.2024/58,True,,1
10.24963/kr.2024/59,True,,0
10.24963/kr.2024/6,True,,1
10.24963/kr.2024/60,True,,1
10.24963/kr.2024/61,True,,1
10.24963/kr.2024/62,True,,2
10.24963/kr.2024/63,True,,0
10.24963/kr.2024/64,True,,0
10.24963/kr.2024/65,True,,0
10.24963/kr.2024/66,True,,0
10.24963/kr.2024/67,True,,1
10.24963/kr.2024/68,True,,1
10.24963/kr.2024/69,True,,3
10.24963/kr.2024/7,True,,0
10.24963/kr.2024/70,True,,0
10.24963/kr.2024/71,True,,0
10.24963/kr.2024/72,True,,1
10.24963/kr.2024/73,True,,0
10.24963/kr.2024/74,True,,0
10.24963/kr.2024/75,True,,0
10.24963/kr.2024/76,True,,0
10.24963/kr.2024/77,True,,1
10.24963/kr.2024/78,True,,0
10.24963/kr.2024/79,True,,0
10.24963/kr.2024/8,True,,0
10.24963/kr.2024/80,True,,0
10.24963/kr.2024/81,True,,0
10.24963/kr.2024/82,True,,0
10.24963/kr.2024/83,True,,1
10.24963/kr.2024/84,True,,0
10.24963/kr.2024/85,True,,1
10.24963/kr.2024/86,True,,0
10.24963/kr.2024/87,True,,0
10.24963/kr.2024/88,True,,0
10.24963/kr.2024/89,True,,0
10.24963/kr.2024/90,True,,0
10.24963/kr.2024/91,True,,0
10.24963/kr.2025/1,True,,0
10.24963/kr.2025/10,True,,0
10.24963/kr.2025/11,True,,0
10.24963/kr.2025/12,True,,0
10.24963/kr.2025/13,True,,0
10.24963/kr.2025/14,True,,0
10.24963/kr.2025/15,True,,0
10.24963/kr.2025/16,True,,0
10.24963/kr.2025/17,True,,0
10.24963/kr.2025/18,True,,0
10.24963/kr.2025/19,True,,0
10.24963/kr.2025/2,True,,0
10.24963/kr.2025/20,True,,0
10.24963/kr.2025/21,True,,0
10.24963/kr.2025/22,True,,0
10.24963/kr.2025/23,True,,0
10.24963/kr.2025/24,True,,0
10.24963/kr.2025/26,True,,0
10.24963/kr.2025/28,True,,0
10.24963/kr.2025/29,True,,0
10.24963/kr.2025/3,True,,0
10.24963/kr.2025/30,True,,0
10.24963/kr.2025/31,True,,0
10.24963/kr.2025/32,True,,0
10.24963/kr.2025/33,True,,0
10.24963/kr.2025/34,True,,0
10.24963/kr.2025/35,True,,0
10.24963/kr.2025/36,True,,0
10.24963/kr.2025/37,True,,0
10.24963/kr.2025/38,True,,0
10.24963/kr.2025/39,True,,0
10.24963/kr.2025/4,True,,0
10.24963/kr.2025/40,True,,0
10.24963/kr.2025/41,True,,0
10.24963/kr.2025/42,True,,0
10.24963/kr.2025/43,True,,0
10.24963/kr.2025/44,True,,0
10.24963/kr.2025/45,True,,0
10.24963/kr.2025/47,True,,0
10.24963/kr.2025/48,True,,0
10.24963/kr.2025/49,True,,0
10.24963/kr.2025/50,True,,0
10.24963/kr.2025/51,True,,0
10.24963/kr.2025/53,True,,0
10.24963/kr.2025/54,True,,0
10.24963/kr.2025/55,True,,0
10.24963/kr.2025/56,True,,0
10.24963/kr.2025/57,True,,0
10.24963/kr.2025/59,True,,0
10.24963/kr.2025/6,True,,0
10.24963/kr.2025/60,True,,0
10.24963/kr.2025/61,True,,0
10.24963/kr.2025/62,True,,0
10.24963/kr.2025/64,True,,0
10.24963/kr.2025/65,True,,0
10.24963/kr.2025/66,True,,0
10.24963/kr.2025/67,True,,0
10.24963/kr.2025/68,True,,0
10.24963/kr.2025/69,True,,0
10.24963/kr.2025/7,True,,0
10.24963/kr.2025/70,True,,0
10.24963/kr.2025/71,True,,0
10.24963/kr.2025/72,True,,0
10.24963/kr.2025/73,True,,0
10.24963/kr.2025/74,True,,0
10.24963/kr.2025/75,True,,0
10.24963/kr.2025/76,True,,0
10.24963/kr.2025/77,True,,0
10.24963/kr.2025/78,True,,0
10.24963/kr.2025/79,True,,0
10.24963/kr.2025/8,True,,0
10.24963/kr.2025/80,True,,0
10.24963/kr.2025/81,True,,0
10.24963/kr.2025/82,True,,0
10.24963/kr.2025/83,True,,0
10.24963/kr.2025/84,True,,0
10.24963/kr.2025/85,True,,0
10.24963/kr.2025/9,True,,0
10.29007/1q69,True,,1
10.29007/59w3,True,,0
10.29007/5pdh,True,,6
10.29007/5s2x,True,,2
10.29007/5t69,True,,0
10.29007/7r6j,True,,0
10.29007/7wxb,True,,1
10.29007/c25r,True,,1
10.29007/pvtn,True,,0
10.29007/sclq,True,,5
10.3233/faia200438,True,,0
10.4204/eptcs.229.10,True,,30
10.4204/eptcs.229.11,True,,5
10.4204/eptcs.229.12,True,,8
10.4204/eptcs.229.13,True,,17
10.4204/eptcs.229.3,True,,5
10.4204/eptcs.229.4,True,,1
10.4204/eptcs.229.5,True,,5
10.4204/eptcs.229.6,True,,2
10.4204/eptcs.229.7,True,,8
10.4204/eptcs.229.8,True,,12
10.4204/eptcs.229.9,True,,8
10.4204/eptcs.260.10,True,,26
10.4204/eptcs.260.4,True,,6
10.4204/eptcs.260.5,True,,5
10.4204/eptcs.260.6,True,,1
10.4204/eptcs.260.8,True,,9
10.4204/eptcs.260.9,True,,23
10.4204/eptcs.306.10,True,,3
10.4204/eptcs.306.14,True,,0
10.4204/eptcs.306.17,True,,2
10.4204/eptcs.306.19,True,,3
10.4204/eptcs.306.20,True,,0
10.4204/eptcs.306.21,True,,2
10.4204/eptcs.306.22,True,,0
10.4204/eptcs.306.23,True,,1
10.4204/eptcs.306.24,True,,0
10.4204/eptcs.306.26,True,,1
10.4204/eptcs.306.28,True,,3
10.4204/eptcs.306.30,True,,21
10.4204/eptcs.306.31,True,,1
10.4204/eptcs.306.32,True,,8
10.4204/eptcs.306.33,True,,0
10.4204/eptcs.306.34,True,,2
10.4204/eptcs.306.35,True,,4
10.4204/eptcs.306.37,True,,0
10.4204/eptcs.306.39,True,,6
10.4204/eptcs.306.40,True,,3
10.4204/eptcs.306.41,True,,2
10.4204/eptcs.306.50,True,,0
10.4204/eptcs.306.51,True,,0
10.4204/eptcs.306.53,True,,6
10.4204/eptcs.306.54,True,,2
10.4204/eptcs.306.55,True,,0
10.4204/eptcs.306.57,True,,1
10.4204/eptcs.306.58,True,,0
10.4204/eptcs.306.59,True,,0
10.4204/eptcs.306.60,True,,0
10.4204/eptcs.306.61,True,,0
10.4204/eptcs.306.8,True,,0
10.4204/eptcs.306.9,True,,0
10.4204/eptcs.307.3,True,,0
10.4204/eptcs.307.5,True,,3
10.4204/eptcs.307.6,True,,0
10.4204/eptcs.325.10,True,,1
10.4204/eptcs.325.11,True,,1
10.4204/eptcs.325.12,True,,23
10.4204/eptcs.325.13,True,,4
10.4204/eptcs.325.17,True,,3
10.4204/eptcs.325.18,True,,1
10.4204/eptcs.325.19,True,,17
10.4204/eptcs.325.20,True,,0
10.4204/eptcs.325.22,True,,7
10.4204/eptcs.325.23,True,,4
10.4204/eptcs.325.25,True,,1
10.4204/eptcs.325.27,True,,3
10.4204/eptcs.325.28,True,,0
10.4204/eptcs.325.29,True,,1
10.4204/eptcs.325.31,True,,4
10.4204/eptcs.325.32,True,,0
10.4204/eptcs.325.38,True,,1
10.4204/eptcs.325.39,True,,0
10.4204/eptcs.325.40,True,,0
10.4204/eptcs.325.41,True,,0
10.4204/eptcs.325.8,True,,0
10.4204/eptcs.345.12,True,,1
10.4204/eptcs.345.13,True,,0
10.4204/eptcs.345.14,True,,6
10.4204/eptcs.345.17,True,,1
10.4204/eptcs.345.23,True,,7
10.4204/eptcs.345.24,True,,4
10.4204/eptcs.345.25,True,,2
10.4204/eptcs.345.26,True,,3
10.4204/eptcs.345.27,True,,7
10.4204/eptcs.345.28,True,,3
10.4204/eptcs.345.30,True,,2
10.4204/eptcs.345.32,True,,2
10.4204/eptcs.345.34,True,,0
10.4204/eptcs.345.35,True,,4
10.4204/eptcs.345.36,True,,1
10.4204/eptcs.345.40,True,,1
10.4204/eptcs.345.41,True,,0
10.4204/eptcs.345.42,True,,0
10.4204/eptcs.345.43,True,,0
10.4204/eptcs.345.44,True,,1
10.4204/eptcs.345.45,True,,0
10.4204/eptcs.345.46,True,,2
10.4204/eptcs.345.47,True,,0
10.4204/eptcs.364.1,True,,0
10.4204/eptcs.364.10,True,,1
10.4204/eptcs.364.2,True,,2
10.4204/eptcs.364.35,True,,0
10.4204/eptcs.364.36,True,,0
10.4204/eptcs.364.37,True,,0
10.4204/eptcs.364.38,True,,0
10.4204/eptcs.364.39,True,,1
10.4204/eptcs.364.6,True,,0
10.4204/eptcs.364.7,True,,0
10.4204/eptcs.364.8,True,,0
10.4204/eptcs.364.9,True,,1
10.4204/eptcs.385.1,True,,1
10.4204/eptcs.385.10,True,,1
10.4204/eptcs.385.11,True,,1
10.4204/eptcs.385.12,True,,1
10.4204/eptcs.385.13,True,,0
10.4204/eptcs.385.14,True,,0
10.4204/eptcs.385.16,True,,1
10.4204/eptcs.385.17,True,,0
10.4204/eptcs.385.18,True,,0
10.4204/eptcs.385.20,True,,0
10.4204/eptcs.385.21,True,,2
10.4204/eptcs.385.23,True,,0
10.4204/eptcs.385.24,True,,2
10.4204/eptcs.385.26,True,,0
10.4204/eptcs.385.27,True,,8
10.4204/eptcs.385.28,True,,0
10.4204/eptcs.385.3,True,,1
10.4204/eptcs.385.33,True,,1
10.4204/eptcs.385.35,True,,2
10.4204/eptcs.385.38,True,,1
10.4204/eptcs.385.39,True,,2
10.4204/eptcs.385.5,True,,0
10.4204/eptcs.385.50,True,,0
10.4204/eptcs.385.51,True,,1
10.4204/eptcs.385.52,True,,1
10.4204/eptcs.385.9,True,,0
10.4204/eptcs.416.1,True,,1
10.4204/eptcs.416.13,True,,0
10.4204/eptcs.416.14,True,,0
10.4204/eptcs.416.15,True,,0
10.4204/eptcs.416.16,True,,0
10.4204/eptcs.416.17,True,,0
10.4204/eptcs.416.19,True,,1
10.4204/eptcs.416.2,True,,0
10.4204/eptcs.416.20,True,,0
10.4204/eptcs.416.21,True,,0
10.4204/eptcs.416.22,True,,0
10.4204/eptcs.416.23,True,,0
10.4204/eptcs.416.24,True,,0
10.4204/eptcs.416.30,True,,0
10.4204/eptcs.416.32,True,,0
10.4204/eptcs.416.33,True,,0
10.4204/eptcs.416.34,True,,0
10.4204/eptcs.416.35,True,,0
10.4204/eptcs.416.36,True,,0
10.4204/eptcs.416.37,True,,0
10.4204/eptcs.416.38,True,,0
10.4204/eptcs.416.39,True,,0
10.4204/eptcs.416.4,True,,0
10.4204/eptcs.416.40,True,,0
10.4204/eptcs.416.41,True,,0
10.4204/eptcs.416.5,True,,0
10.4204/eptcs.416.6,True,,0
10.4204/eptcs.416.7,True,,0
10.4204/eptcs.416.9,True,,0
10.4204/eptcs.434.4,True,,0
10.4204/eptcs.434.5,True,,0
10.4204/eptcs.434.6,True,,0
10.4204/eptcs.439.10,True,,0
10.4204/eptcs.439.13,True,,0
10.4204/eptcs.439.15,True,,0
10.4204/eptcs.439.16,True,,0
10.4204/eptcs.439.17,True,,0
10.4204/eptcs.439.18,True,,0
10.4204/eptcs.439.19,True,,0
10.4204/eptcs.439.2,True,,0
10.4204/eptcs.439.21,True,,0
10.4204/eptcs.439.22,True,,0
10.4204/eptcs.439.23,True,,0
10.4204/eptcs.439.24,True,,0
10.4204/eptcs.439.25,True,,0
10.4204/eptcs.439.28,True,,0
10.4204/eptcs.439.29,True,,0
10.4204/eptcs.439.3,True,,0
10.4204/eptcs.439.30,True,,0
10.4204/eptcs.439.31,True,,0
10.4204/eptcs.439.33,True,,0
10.4204/eptcs.439.34,True,,0
10.4204/eptcs.439.35,True,,0
10.4204/eptcs.439.36,True,,0
10.4204/eptcs.439.4,True,,0
10.4204/eptcs.439.5,True,,0
10.4204/eptcs.439.6,True,,0
10.4204/eptcs.439.7,True,,0
10.4204/eptcs.439.8,True,,0
10.4204/eptcs.439.9,True,,0
10.46298/lmcs-17(3:11)2021,True,,14
10.46298/lmcs-17(3:20)2021,True,,1
10.46298/lmcs-17(3:3)2021,True,,4
10.46298/lmcs-18(1:37)2022,True,,8
10.46298/lmcs-18(1:42)2022,True,,0
10.46298/lmcs-18(3:6)2022,True,,1
10.46298/lmcs-20(2:9)2024,True,,0
10.46298/lmcs-21(1:10)2025,True,,0
10.46298/lmcs-21(3:25)2025,True,,0
10.46298/lmcs-21(3:3)2025,True,,0
10.46298/lmcs-21(4:18)2025,True,,0
10.46298/lmcs-21(4:2)2025,True,,0
10.46298/theoretics.23.3,True,,1
10.46298/theoretics.24.25,True,,0
10.46298/theoretics.25.1,True,,0
10.55245/energeia.2025.01,True,,0
