source_split,id,title,score,p1,p2,p3,p4,p5,source,text_out,error
train,1473,Property Directed Reachability with Extended Resolution.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1474,QSM-Cutoff: Systematic Derivation of Quantified Cutoff Formulas for Distributed Protocols.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1475,Relational Hoare Logic for Realistically Modelled Machine Code.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1476,lean-smt: An SMT Tactic for Discharging Proof Goals in Lean.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1477,On the Almost-Sure Termination of Probabilistic Counter Programs.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1478,Integer Reasoning Modulo Different Constants in SMT.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1479,Veil: A Framework for Automated and Interactive Verification of Transition Systems.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1480,POPACheck: A Model Checker for Probabilistic Pushdown Automata.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1483,Counter Example Guided Reactive Synthesis for LTL Modulo Theories*.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1484,Assessing the Quality of Binomial Samplers: A Statistical Distance Framework.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1485,Surfer - An Extensible Waveform Viewer.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1489,Automated Verification of Consistency in Zero-Knowledge Proof Circuits.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1490,The rIC3 Hardware Model Checker.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1491,Deeply Optimizing the SAT Solver for the IC3 Algorithm.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1492,A Formally Verified Robustness Certifier for Neural Networks.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1493,StarV: A Qualitative and Quantitative Verification Tool for Learning-Enabled Systems.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1494,Regex Decision Procedures in Extended RE#.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1495,FeynmanDD: Quantum Circuit Analysis with Classical Decision Diagrams.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1496,Deductive Synthesis of Reinforcement Learning Agents for Infinite Horizon Tasks.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1497,ModelVerification.jl: A Comprehensive Toolbox for Formally Verifying Deep Neural Networks.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1498,Automatic Synthesis of Smooth Infinite Horizon Paths Satisfying Linear Temporal Logic Specifications.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1499,Arithmetizing Shape Analysis.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1501,Automatic Verification of Floating-Point Accumulation Networks.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1503,Semantic Properties of Computations Defined by Elementary Inference Systems.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1504,Theta as a Horn Solver.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1505,CHCVerif: A Portfolio-Based Solver for Constrained Horn Clauses.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1506,"Computer Aided Verification - 37th International Conference, CAV 2025, Zagreb, Croatia, July 23-25, 2025, Proceedings, Part I",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1511,Stochastic Omega-Regular Verification and Control with Supermartingales.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1512,Bisimulation Learning.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1513,Parsimonious Optimal Dynamic Partial Order Reduction.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1514,Predictive Monitoring with Strong Trace Prefixes.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1515,The VerCors Verifier: A Progress Report.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1516,Verifying Global Two-Safety Properties in Neural Networks with Confidence.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1517,Monitizer: Automating Design and Evaluation of Neural Network Monitors.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1518,"Monitoring Unmanned Aircraft: Specification, Integration, and Lessons-Learned.",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1519,Testing the Migration from Analog to Software-Based Railway Interlocking Systems.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1520,"Verifying Cake-Cutting, Faster.",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1521,Syntax-Guided Automated Program Repair for Hyperproperties.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1522,CaDiCaL 2.0.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1523,Arithmetic Solving in Z3.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1524,SMLP: Symbolic Machine Learning Prover.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1525,SolTG: A CHC-Based Solidity Test Case Generator.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1526,SMT-Based Symbolic Model-Checking for Operator Precedence Languages.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1527,A Framework for Debugging Automated Program Verification Proofs via Proof Actions.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1528,QReach: A Reachability Analysis Tool for Quantum Markov Chains.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1529,Regular Reinforcement Learning.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,1530,"Hevm, a Fast Symbolic Execution Framework for EVM Bytecode.",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1532,Synthesis of Temporal Causality.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1533,Information Flow Guided Synthesis with Unbounded Communication.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1535,Measurement-Based Verification of Quantum Markov Chains.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1537,General Anticipatory Runtime Verification.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1538,Proactive Real-Time First-Order Enforcement.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1539,The MoXI Model Exchange Tool Suite.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1541,soid: A Tool for Legal Accountability for Automated Decision Making.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1542,What Should Be Observed for Optimal Reward in POMDPs?,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1543,Using Four-Valued Signal Temporal Logic for Incremental Verification of Hybrid Systems.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1544,Guiding Enumerative Program Synthesis with Large Language Models.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,1546,Collective Contracts for Message-Passing Parallel Programs.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1547,Toward Liveness Proofs at Scale.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1548,Playing Games with Your PET: Extending the Partial Exploration Tool to Stochastic Games.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1549,Simulating Quantum Circuits by Model Counting.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,1550,Relational Synthesis of Recursive Programs via Constraint Annotated Tree Automata.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1551,Interactive Theorem Proving Modulo Fuzzing.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1552,Quantified Linear Arithmetic Satisfiability via Fine-Grained Strategy Improvement.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1553,Scalable Bit-Blasting with Abstractions.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1554,Split Gröbner Bases for Satisfiability Modulo Finite Fields.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1558,Optimization-Based Model Checking and Trace Synthesis for Complex STL Specifications.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1559,Localized Attractor Computations for Infinite-State Games.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,1560,Boosting Few-Pixel Robustness Verification via Covering Verification Designs.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1563,Formally Certified Approximate Model Counting.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1564,LTL Learning on GPUs.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,1565,On Polynomial Expressions with C-Finite Recurrences in Loops with Nested Nondeterministic Branches.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1566,Scenario-Based Flexible Modeling and Scalable Falsification for Reconfigurable CPSs.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1568,Compositional Value Iteration with Pareto Caching.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1570,mypyvy: A Research Platform for Verification of Transition Systems in First-Order Logic.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1571,Marabou 2.0: A Versatile Formal Analyzer of Neural Networks.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1572,Avoiding the Shoals - A New Approach to Liveness Checking.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1574,End-to-End Mechanized Proof of a JIT-Accelerated eBPF Virtual Machine for IoT.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1575,Certified Robust Accuracy of Neural Networks Are Bounded Due to Bayes Errors.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1576,Distributed SMT Solving Based on Dynamic Variable-Level Partitioning.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1577,Unifying Qualitative and Quantitative Safety Verification of DNN-Controlled Systems.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1578,Breaking the Mold: Nonlinear Ranking Function Synthesis Without Templates.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1580,Towards Benchmarking of Solidity Verification Tools.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1582,Towards Mechanised Consensus in Isabelle.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1584,Securing Aptos Framework with Formal Verification.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1585,Formally Verifying the Safety of Pipelined Moonshot Consensus Protocol.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1587,A Practical Notion of Liveness in Smart Contract Applications.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1588,Towards Formally Specifying and Verifying Smart Contract Upgrades in Coq.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1590,"Front Matter, Table of Contents, Preface, Conference Organization.",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1591,A Bit-vector to Integer Translation with bv2nat and nat2bv.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1593,Reconstruction of SMT Proofs with Lambdapi.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1594,An SMT-LIB Theory of Finite Fields.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1595,An SMT theory for N-Indexed Sequences.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1596,Arrays Reasoning in MCSat.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1597,Layered and Staged Monte Carlo Tree Search for SMT Strategy Synthesis.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1598,Challenges in Bit-Vector Reasoning.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1599,CSB: A Counting and Sampling Tool for Bit-vectors.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1600,Invited Talk: The Hows and Whys of Higher-Order SMT.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1601,"Computer Aided Verification - 36th International Conference, CAV 2024, Montreal, QC, Canada, July 24-27, 2024, Proceedings, Part I",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1604,"Proceedings of the 22nd International Workshop on Satisfiability Modulo Theories co-located with the 36th International Conference on Computer Aided Verification (CAV 2024), Montreal, Canada, July, 22-23, 2024.",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1605,Overcoming Memory Weakness with Unified Fairness - Systematic Verification of Liveness in Weak Memory Models.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1606,Counterexample Guided Knowledge Compilation for Boolean Functional Synthesis.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1607,MDPs as Distribution Transformers: Affine Invariant Synthesis for Safety Objectives.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1608,A Unified Model for Real-Time Systems: Symbolic Techniques and Implementation.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1609,Formally Verified EVM Block-Optimizations.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1610,Policy Synthesis and Reinforcement Learning for Discounted LTL.,3.0,1.9287498933537385e-22,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,3,
train,1611,Automatic Program Instrumentation for Automatic Verification.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1612,Verifying Generalization in Deep Learning.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1614,Search and Explore: Symbiotic Policy Synthesis in POMDPs.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1617,Second-Order Hyperproperties.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1618,Process Equivalence Problems as Energy Games.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1619,The Golem Horn Solver.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1620,Verifying Global Neural Network Specifications using Hyperproperties.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1621,ANTONIO: Towards a Systematic Method of Generating NLP Benchmarks for Verification.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1622,AutoQ: An Automata-Based Quantum Circuit Verifier.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1624,nl2spec: Interactively Translating Unstructured Natural Language to Temporal Logics with Large Language Models.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1625,Making sf IP=sf PSPACE Practical: Efficient Interactive Protocols for BDD Algorithms.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1628,Early Verification of Legal Compliance via Bounded Satisfiability Checking.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1630,Partial Quantifier Elimination and Property Generation.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,1631,Kratos2: An SMT-Based Model Checker for Imperative Programs.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1633,Monitoring Algorithmic Fairness.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1634,Fast Termination and Workflow Nets.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1635,Decision Procedures for Sequence Theories.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1636,"R2U2 Version 3.0: Re-Imagining a Toolchain for Specification, Resource Estimation, and Optimized Observer Generation for Runtime Verification in Hardware and Software.",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1638,Exploiting Adjoints in Property Directed Reachability Analysis.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1639,Lincheck: A Practical Framework for Testing Concurrent Data Structures on JVM.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1640,Guessing Winning Policies in LTL Synthesis by Semantic Learning.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,1641,Rely-Guarantee Reasoning for Causally Consistent Shared Memory.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1642,Commutativity for Concurrent Program Termination Proofs.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1643,Complete Multiparty Session Type Projection with Automata.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1645,Local Search for Solving Satisfiability of Polynomial Formulas.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1646,Verse: A Python Library for Reasoning About Multi-agent Hybrid System Scenarios.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1647,Automated Verification of Correctness for Masked Arithmetic Programs.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1650,A Flexible Toolchain for Symbolic Rabin Games under Fair and Stochastic Uncertainties.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1651,Certified Private Inference on Neural Networks via Lipschitz-Guided Abstraction Refinement.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1652,Safe Environmental Envelopes of Discrete Systems.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1653,Synthesizing Trajectory Queries from Examples.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1654,nekton: A Linearizability Proof Checker.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1655,Scaling Model Checking for Neural Network Analysis via State-Space Reduction and Input Segmentation.,5.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.0,logprobs,5,
train,1656,Bitwuzla.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1657,Satisfiability Modulo Finite Fields.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1658,Bounded Verification for Finite-Field-Blasting - In a Compiler for Zero Knowledge Proofs.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1659,Closed-Loop Analysis of Vision-Based Autonomous Systems: A Case Study.,5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1660,Prediction and Control of Stochastic Agents Using Formal Methods.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1661,Boolean Abstractions for Realizability Modulo Theories.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,1663,Incremental Dead State Detection in Logarithmic Time.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1665,SR-SFLL: Structurally Robust Stripped Functionality Logic Locking.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1666,Certified Verification for Algebraic Abstraction.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1667,CoqCryptoLine: A Verified Model Checker with Certified Results.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1668,3D Environment Modeling for Falsification and Beyond with Scenic 3.0.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1669,Verifying the Verifier: eBPF Range Analysis Verification.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1670,Active Learning of Deterministic Timed Automata with Myhill-Nerode Style Characterization.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1671,Compositional Probabilistic Model Checking with String Diagrams of MDPs.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1672,Model Checking Race-Freedom When &quot;Sequential Consistency for Data-Race-Free Programs&quot; is Guaranteed.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1674,Rounding Meets Approximate Model Counting.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1675,Hybrid Controller Synthesis for Nonlinear Systems Subject to Reach-Avoid Constraints.,2.0,1.9287498933537385e-22,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,2,
train,1677,Ownership Guided C to Rust Translation.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1679,"Computer Aided Verification - 35th International Conference, CAV 2023, Paris, France, July 17-22, 2023, Proceedings, Part I",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1680,"Computer Aided Verification - 35th International Conference, CAV 2023, Paris, France, July 17-22, 2023, Proceedings, Part II",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1681,"Computer Aided Verification - 35th International Conference, CAV 2023, Paris, France, July 17-22, 2023, Proceedings, Part III",1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1682,"Proceedings of the 6th Workshop on Formal Methods for ML-Enabled Autonomous Systems, FoMLAS@CAV 2023, Paris, France, July 17-18, 2023.",5.0,0.0,0.0,0.0,0.0,1.0,logprobs,5,
train,1683,PAC Statistical Model Checking of Mean Payoff in Discrete- and Continuous-Time MDP.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1684,Distilling Constraints in Zero-Knowledge Protocols.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1685,SolCMC: Solidity Compiler&apos;s Model Checker.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1686,Sampling-Based Verification of CTMCs with Uncertain Rates.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1687,Reachability of Koopman Linearized Systems Using Random Fourier Feature Observables and Polynomial Zonotope Refinement.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1688,Automatic Generation of Attacker Contracts in Solidity.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1689,SMT-Based Translation Validation for Machine Learning Compiler.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1690,Oblivious Online Monitoring for Safety LTL Specification via Fully Homomorphic Encryption.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1691,Data-Driven Invariant Learning for Probabilistic Programs.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1692,"MEV-Freedom, in DeFi and Beyond (Invited Talk).",1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1693,Abstraction Modulo Stability for Reverse Engineering.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1694,Formal Specification for Learning-Enabled Autonomous Systems.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
train,1695,Software Verification of Hyperproperties Beyond k-Safety.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1696,Verifying Generalised and Structural Soundness of Workflow Nets via Relaxations.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1697,Data-driven Numerical Invariant Synthesis with Automatic Generation of Attributes.,3.0,0.0,0.0,1.0,0.0,0.0,logprobs,3,
train,1702,Multi: A Formal Playground for Multi-Smart Contract Interaction.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1703,Sound and Complete Certificates for Quantitative Termination Analysis of Probabilistic Programs.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1705,Does a Program Yield the Right Distribution? - Verifying Probabilistic Programs via Generating Functions.,1.0,1.0,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,1.9287498933537385e-22,logprobs,1,
train,1706,Hemiola: A DSL and Verification Tools to Guide Design and Proof of Hierarchical Cache-Coherence Protocols.,1.0,1.0,0.0,0.0,0.0,0.0,logprobs,1,
train,1707,Explaining Hyperproperty Violations.,2.0,0.0,1.0,0.0,0.0,0.0,logprobs,2,
