id,title,venue,year,authors,doi,source_split,doi_norm,s2_id,first_surname,has_authors,title_len,author_count,oa_doi_found,openalex_error,oa_doi_id,oa_doi_title,oa_doi_year,oa_doi_cited_by_count,oa_doi_referenced_works_count,oa_doi_fwci,oa_doi_is_retracted,source_title,source_year,oa_title_found,title_search_error,title_match_score,title_year_delta,oa_title_id,openalex_doi,oa_title_title,oa_title_year,oa_title_cited_by_count,oa_title_referenced_works_count,oa_title_fwci,oa_title_is_retracted,oa_found,oa_source,oa_id,oa_year,oa_cited_by_count,oa_referenced_works_count,oa_fwci,oa_is_retracted,oa_title_match_score,oa_title_year_delta,oa_type,oa_type_crossref,abstract_source,abstract_len,has_abstract,s2_fields_of_study,s2_publication_types,doi_lookup_id,doi_lookup_type,doi_lookup_value,doi_s2_found,doi_s2_error,doi_s2_paper_id,doi_s2_title,doi_s2_venue,doi_s2_year,doi_s2_reference_count,doi_s2_citation_count,doi_s2_influential_citation_count,doi_s2_publication_types,doi_s2_fields_of_study,doi_s2_is_open_access,id_lookup_id,id_lookup_type,id_lookup_value,id_s2_found,id_s2_error,id_s2_paper_id,id_s2_title,id_s2_venue,id_s2_year,id_s2_reference_count,id_s2_citation_count,id_s2_influential_citation_count,id_s2_publication_types,id_s2_fields_of_study,id_s2_is_open_access,s2_found,s2_source,s2_reference_count,s2_citation_count,s2_influential_citation_count,s2_year,s2_is_open_access,s2_venue,crossref_found,crossref_error,crossref_title,crossref_publisher,crossref_type,crossref_subjects,crossref_subject_count,crossref_reference_count,crossref_is_referenced_by_count,crossref_license_count,crossref_has_abstract,coci_found,coci_error,coci_citation_count,log_oa_cited_by_count,log_oa_referenced_works_count,log_oa_fwci,log_s2_reference_count,log_s2_citation_count,log_s2_influential_citation_count,log_crossref_reference_count,log_crossref_is_referenced_by_count,log_coci_citation_count,paper_age,best_citation_count,best_reference_count,citation_velocity,citation_count_mean,citation_disagreement,citation_source_count,influential_ratio,external_found_count,top_s2_field,top_s2_pub_type,crossref_primary_subject,concept_has_logic,concept_has_ai,concept_has_asp,log_best_citation_count,best_citation_count_global_pct,best_citation_count_venue_pct,best_citation_count_year_pct,best_citation_count_venue_year_pct,log_best_reference_count,best_reference_count_global_pct,best_reference_count_venue_pct,best_reference_count_year_pct,best_reference_count_venue_year_pct,log_citation_velocity,citation_velocity_global_pct,citation_velocity_venue_pct,citation_velocity_year_pct,citation_velocity_venue_year_pct,oa_fwci_global_pct,oa_fwci_venue_pct,oa_fwci_year_pct,oa_fwci_venue_year_pct,s2_influential_citation_count_global_pct,s2_influential_citation_count_venue_pct,s2_influential_citation_count_year_pct,s2_influential_citation_count_venue_year_pct
1952,Machine Learning Techniques for Vehicle Matching with Non-Overlapping Visual Features.,cav,2020,"Samuel Thornton, Sujit Dey",10.1109/cavs51000.2020.9334562,train,10.1109/cavs51000.2020.9334562,,thornton,1,86,2,True,,https://openalex.org/W3129131141,Machine Learning Techniques for Vehicle Matching with Non-Overlapping Visual Features,2020.0,6.0,27.0,0.5887,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3129131141,2020.0,6.0,27.0,0.5887,False,0.0,,article,,s2_abstract,1467,True,Computer Science,JournalArticle,DOI:10.1109/cavs51000.2020.9334562,doi,10.1109/cavs51000.2020.9334562,True,,bc3dfa000d360aedce57bb8f75aa5d05e1f23fbb,Machine Learning Techniques for Vehicle Matching with Non-Overlapping Visual Features,Connected and Automated Vehicles Symposium,2020.0,21.0,5.0,0.0,JournalArticle,Computer Science,False,,,,,,,,,,,,,,,,1,doi,21.0,5.0,0.0,2020.0,False,Connected and Automated Vehicles Symposium,True,,Machine Learning Techniques for Vehicle Matching with Non-Overlapping Visual Features,IEEE,proceedings-article,,0.0,20.0,6.0,3.0,0.0,True,,6.0,1.9459101490553132,3.332204510175204,0.4629160717438408,3.091042453358316,1.791759469228055,0.0,3.044522437723423,1.9459101490553132,1.9459101490553132,7,6.0,27.0,0.8571428571428571,5.75,0.5,4,0.0,4,computer science,journalarticle,none,0,1,0,1.9459101490553132,0.5548691860465116,0.3970959595959596,0.432258064516129,0.3238095238095238,3.332204510175204,0.4296875,0.35164141414141414,0.35,0.41904761904761906,0.6190392084062234,0.5087209302325582,0.3409090909090909,0.432258064516129,0.3238095238095238,0.49850299401197606,0.23285899094437257,0.5179153094462541,0.3523809523809524,0.3228915662650602,0.2511792452830189,0.2920168067226891,0.2721518987341772
1953,A Maneuver-based Urban Driving Dataset and Model for Cooperative Vehicle Applications.,cav,2020,"Behrad Toghi, Divas Grover, Mahdi Razzaghpour, Rajat Jain, Rodolfo Valiente, Mahdi Zaman, Ghayoor Shah, Yaser P. Fallah",10.1109/cavs51000.2020.9334665,train,10.1109/cavs51000.2020.9334665,,toghi,1,86,8,True,,https://openalex.org/W3029792616,A Maneuver-based Urban Driving Dataset and Model for Cooperative Vehicle Applications,2020.0,6.0,16.0,0.6109,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3029792616,2020.0,6.0,16.0,0.6109,False,0.0,,preprint,,s2_abstract,780,True,Computer Science|Engineering,JournalArticle,DOI:10.1109/cavs51000.2020.9334665,doi,10.1109/cavs51000.2020.9334665,True,,7bb85cd9e83bbd4e264c46c51b2177c06c5f912a,A Maneuver-based Urban Driving Dataset and Model for Cooperative Vehicle Applications,Connected and Automated Vehicles Symposium,2020.0,21.0,28.0,2.0,JournalArticle,Computer Science|Engineering,True,,,,,,,,,,,,,,,,1,doi,21.0,28.0,2.0,2020.0,True,Connected and Automated Vehicles Symposium,True,,A Maneuver-based Urban Driving Dataset and Model for Cooperative Vehicle Applications,IEEE,proceedings-article,,0.0,20.0,28.0,3.0,0.0,True,,25.0,1.9459101490553132,2.833213344056216,0.47679302902178283,3.091042453358316,3.367295829986474,1.0986122886681098,3.044522437723423,3.367295829986474,3.258096538021482,7,28.0,21.0,4.0,21.75,10.594810050208546,4,0.07142857142857142,4,computer science,journalarticle,none,0,1,0,3.367295829986474,0.8938953488372093,0.8093434343434344,0.8790322580645161,0.8095238095238095,3.091042453358316,0.3079578488372093,0.2013888888888889,0.25,0.30952380952380953,1.6094379124341003,0.9046148255813954,0.8276515151515151,0.8790322580645161,0.8095238095238095,0.5067365269461078,0.23673997412677877,0.5276872964169381,0.38095238095238093,0.8355421686746988,0.7323113207547169,0.8151260504201681,0.7341772151898734
1954,Interaction-aware risk assessment: focus on the lateral intention.,cav,2020,"Jorge Villagra, Antonio Artunedo, Vinicius Trentin, Jorge Godoy",10.1109/cavs51000.2020.9334597,train,10.1109/cavs51000.2020.9334597,,villagra,1,66,4,True,,https://openalex.org/W3097465396,Interaction-aware risk assessment: focus on the lateral intention,2020.0,6.0,30.0,0.5089,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3097465396,2020.0,6.0,30.0,0.5089,False,0.0,,article,,s2_abstract,929,True,Computer Science,JournalArticle,DOI:10.1109/cavs51000.2020.9334597,doi,10.1109/cavs51000.2020.9334597,True,,f824b4969530751a397564c9ae0ceac8d85797ed,Interaction-aware risk assessment: focus on the lateral intention,Connected and Automated Vehicles Symposium,2020.0,28.0,4.0,0.0,JournalArticle,Computer Science,True,,,,,,,,,,,,,,,,1,doi,28.0,4.0,0.0,2020.0,True,Connected and Automated Vehicles Symposium,True,,Interaction-aware risk assessment: focus on the lateral intention,IEEE,proceedings-article,,0.0,28.0,2.0,3.0,0.0,True,,2.0,1.9459101490553132,3.4339872044851463,0.41138090853746867,3.367295829986474,1.6094379124341003,0.0,3.367295829986474,1.0986122886681098,1.0986122886681098,7,6.0,30.0,0.8571428571428571,3.5,1.9148542155126762,4,0.0,4,computer science,journalarticle,none,0,1,0,1.9459101490553132,0.5548691860465116,0.3970959595959596,0.432258064516129,0.3238095238095238,3.4339872044851463,0.4934593023255814,0.42297979797979796,0.42096774193548386,0.47619047619047616,0.6190392084062234,0.5087209302325582,0.3409090909090909,0.432258064516129,0.3238095238095238,0.468937125748503,0.2069857697283312,0.4723127035830619,0.3238095238095238,0.3228915662650602,0.2511792452830189,0.2920168067226891,0.2721518987341772
1956,Look-ahead Horizon based Energy Optimization for Connected Hybrid Electric Vehicles.,cav,2020,"Fuguo Xu, Tielong Shen",10.1109/cavs51000.2020.9334621,train,10.1109/cavs51000.2020.9334621,,xu,1,84,2,True,,https://openalex.org/W3126234449,Look-ahead Horizon based Energy Optimization for Connected Hybrid Electric Vehicles,2020.0,1.0,12.0,0.1007,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W3126234449,2020.0,1.0,12.0,0.1007,False,0.0,,article,,s2_abstract,705,True,Computer Science,JournalArticle,DOI:10.1109/cavs51000.2020.9334621,doi,10.1109/cavs51000.2020.9334621,True,,e5cf68e65fd75aa7339e919050b576c46cbaf39b,Look-ahead Horizon based Energy Optimization for Connected Hybrid Electric Vehicles,Connected and Automated Vehicles Symposium,2020.0,12.0,1.0,0.0,JournalArticle,Computer Science,False,,,,,,,,,,,,,,,,1,doi,12.0,1.0,0.0,2020.0,False,Connected and Automated Vehicles Symposium,True,,Look-ahead Horizon based Energy Optimization for Connected Hybrid Electric Vehicles,IEEE,proceedings-article,,0.0,12.0,1.0,3.0,0.0,True,,1.0,0.6931471805599453,2.5649493574615367,0.095946341047209,2.5649493574615367,0.6931471805599453,0.0,2.5649493574615367,0.6931471805599453,0.6931471805599453,7,1.0,12.0,0.14285714285714285,1.0,0.0,4,0.0,4,computer science,journalarticle,none,0,1,0,0.6931471805599453,0.22311046511627908,0.12815656565656566,0.12419354838709677,0.05238095238095238,2.5649493574615367,0.16951308139534885,0.07323232323232323,0.10161290322580645,0.1523809523809524,0.13353139262452263,0.1953125,0.1029040404040404,0.12419354838709677,0.05238095238095238,0.27264221556886226,0.12483829236739974,0.18729641693811075,0.11904761904761904,0.3228915662650602,0.2511792452830189,0.2920168067226891,0.2721518987341772
1957,Extended H∞ Filter Adaptation Based on Innovation Sequence for Advanced Ego-Vehicle Motion Estimation.,cav,2020,"Jasmina Zubaca, Michael Stolz, Daniel Watzenig",https://www.semanticscholar.org/paper/eb38fc03bdad19d216aec788675643885e840397,train,,eb38fc03bdad19d216aec788675643885e840397,zubaca,1,102,3,,,,,,,,,,Extended H∞ Filter Adaptation Based on Innovation Sequence for Advanced Ego-Vehicle Motion Estimation.,2020.0,True,,0.9615384615384616,0.0,https://openalex.org/W3126252149,https://doi.org/10.1109/cavs51000.2020.9334568,Extended H<sub>∞</sub> Filter Adaptation Based on Innovation Sequence for Advanced Ego-Vehicle Motion Estimation,2020.0,5.0,17.0,0.302,False,1,title,https://openalex.org/W3126252149,2020.0,5.0,17.0,0.302,False,0.9615384615384616,0.0,,,s2_abstract,1290,True,,,,,,,,,,,,,,,,,,S2:eb38fc03bdad19d216aec788675643885e840397,s2_id,eb38fc03bdad19d216aec788675643885e840397,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,1.791759469228055,2.8903717578961645,0.2639015437863775,,,,,,,7,5.0,17.0,0.7142857142857143,5.0,,1,,1,none,none,none,0,0,0,1.791759469228055,0.5136264534883721,0.3541666666666667,0.3725806451612903,0.2619047619047619,2.8903717578961645,0.2336482558139535,0.13383838383838384,0.17903225806451614,0.24761904761904763,0.538996500732687,0.46457122093023256,0.29103535353535354,0.3725806451612903,0.2619047619047619,0.375374251497006,0.15523932729624837,0.38436482084690554,0.20952380952380953,,,,
1958,"Computer Aided Verification - 32nd International Conference, CAV 2020, Los Angeles, CA, USA, July 21-24, 2020, Proceedings, Part I",cav,2020,,https://www.semanticscholar.org/paper/0e9a3942b851ffdcc674ef49c309db75eb887b8d,train,,0e9a3942b851ffdcc674ef49c309db75eb887b8d,,0,130,0,,,,,,,,,,"Computer Aided Verification - 32nd International Conference, CAV 2020, Los Angeles, CA, USA, July 21-24, 2020, Proceedings, Part I",2020.0,False,,0.3391812865497076,2.0,https://openalex.org/W4225922019,https://doi.org/10.1007/978-3-030-99524-9_24,cvc5: A Versatile and Industrial-Strength SMT Solver,2022.0,399.0,113.0,244.0529,False,0,none,,,,,,,0.3391812865497076,2.0,,,s2_abstract,2173,True,,,,,,,,,,,,,,,,,,S2:0e9a3942b851ffdcc674ef49c309db75eb887b8d,s2_id,0e9a3942b851ffdcc674ef49c309db75eb887b8d,False,,,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1959,"Computer Aided Verification - 32nd International Conference, CAV 2020, Los Angeles, CA, USA, July 21-24, 2020, Proceedings, Part II",cav,2020,,https://www.semanticscholar.org/paper/f466a4174ad9d529eb6e5474a7985d0d9c388543,train,,f466a4174ad9d529eb6e5474a7985d0d9c388543,,0,131,0,,,,,,,,,,"Computer Aided Verification - 32nd International Conference, CAV 2020, Los Angeles, CA, USA, July 21-24, 2020, Proceedings, Part II",2020.0,False,,0.3372093023255814,2.0,https://openalex.org/W4225922019,https://doi.org/10.1007/978-3-030-99524-9_24,cvc5: A Versatile and Industrial-Strength SMT Solver,2022.0,399.0,113.0,244.0529,False,0,none,,,,,,,0.3372093023255814,2.0,,,s2_tldr,300,True,,,,,,,,,,,,,,,,,,S2:f466a4174ad9d529eb6e5474a7985d0d9c388543,s2_id,f466a4174ad9d529eb6e5474a7985d0d9c388543,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1960,"2nd Workshop on Formal Methods for Blockchains, FMBC@CAV 2020, Los Angeles, California, USA (Virtual Conference), July 20-21, 2020",cav,2020,,https://www.semanticscholar.org/paper/f2f00fd43ee9d24109f78dcddeffa15ab52f6b7e,train,,f2f00fd43ee9d24109f78dcddeffa15ab52f6b7e,,0,130,0,,,,,,,,,,"2nd Workshop on Formal Methods for Blockchains, FMBC@CAV 2020, Los Angeles, California, USA (Virtual Conference), July 20-21, 2020",2020.0,False,,0.3551401869158878,2.0,https://openalex.org/W4293045876,https://doi.org/10.1007/s11416-022-00444-z,An approach for the automatic verification of blockchain protocols: the Tweetchain case study,2022.0,1.0,34.0,0.3959,False,0,none,,,,,,,0.3551401869158878,2.0,,,oat_abstract,1088,True,,,,,,,,,,,,,,,,,,S2:f2f00fd43ee9d24109f78dcddeffa15ab52f6b7e,s2_id,f2f00fd43ee9d24109f78dcddeffa15ab52f6b7e,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1961,"3rd IEEE Connected and Automated Vehicles Symposium, CAVS 2020, Victoria, BC, Canada, November 18 - December 16, 2020",cav,2020,,https://www.semanticscholar.org/paper/7e5d39be6db3aede4eaf9910159a0246ae9426a2,train,,7e5d39be6db3aede4eaf9910159a0246ae9426a2,,0,117,0,,,,,,,,,,"3rd IEEE Connected and Automated Vehicles Symposium, CAVS 2020, Victoria, BC, Canada, November 18 - December 16, 2020",2020.0,False,,0.3163841807909605,2.0,https://openalex.org/W4306836118,https://doi.org/10.3390/electronics11203374,High-Definition Map Representation Techniques for Automated Vehicles,2022.0,29.0,134.0,17.8268,False,0,none,,,,,,,0.3163841807909605,2.0,,,oat_abstract,2218,True,,,,,,,,,,,,,,,,,,S2:7e5d39be6db3aede4eaf9910159a0246ae9426a2,s2_id,7e5d39be6db3aede4eaf9910159a0246ae9426a2,False,"400: {""error"":""No valid paper ids given""}
",,,,,,,,,,,0,none,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,0,,0,none,none,none,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
1962,PAC Statistical Model Checking for Markov Decision Processes and Stochastic Games.,cav,2019,"Pranav Ashok, Jan Křetínský, Maximilian Weininger",10.1007/978-3-030-25540-4_29,train,10.1007/978-3-030-25540-4_29,,ashok,1,82,3,True,,https://openalex.org/W2943876157,PAC Statistical Model Checking for Markov Decision Processes and Stochastic Games,2019.0,50.0,80.0,12.7162,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2943876157,2019.0,50.0,80.0,12.7162,False,0.0,,book-chapter,,s2_abstract,926,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25540-4_29,doi,10.1007/978-3-030-25540-4_29,True,,9d52891359ae8e7b327b4df0ab4c0b701f33aa9f,PAC Statistical Model Checking for Markov Decision Processes and Stochastic Games,International Conference on Computer Aided Verification,2019.0,62.0,55.0,8.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,62.0,55.0,8.0,2019.0,True,International Conference on Computer Aided Verification,True,,PAC Statistical Model Checking for Markov Decision Processes and Stochastic Games,Springer International Publishing,book-chapter,,0.0,64.0,38.0,1.0,0.0,True,,35.0,3.9318256327243257,4.394449154672439,2.6185776160050094,4.143134726391533,4.02535169073515,2.1972245773362196,4.174387269895637,3.6635616461296463,3.58351893845611,8,55.0,80.0,6.875,44.5,9.539392014169456,4,0.14545454545454545,4,computer science,journalarticle,none,0,1,0,4.02535169073515,0.9647529069767442,0.92739898989899,0.9520295202952029,0.9175257731958762,4.394449154672439,0.9823764534883721,0.98989898989899,0.9833948339483395,0.9896907216494846,2.063693184711697,0.9662063953488372,0.9318181818181818,0.9520295202952029,0.9175257731958762,0.9717440119760479,0.9152652005174644,0.9794776119402985,0.9432989690721649,0.9725903614457831,0.9339622641509434,0.9754901960784313,0.9695121951219512
1965,Safety and Co-safety Comparator Automata for Discounted-Sum Inclusion.,cav,2019,"Suguman Bansal, Moshe Y. Vardi",10.1007/978-3-030-25540-4_4,train,10.1007/978-3-030-25540-4_4,,bansal,1,70,2,True,,https://openalex.org/W2962398095,Safety and Co-safety Comparator Automata for Discounted-Sum Inclusion,2019.0,7.0,42.0,2.4454,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2962398095,2019.0,7.0,42.0,2.4454,False,0.0,,book-chapter,,s2_abstract,620,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25540-4_4,doi,10.1007/978-3-030-25540-4_4,True,,ba9801eb1af2b62ed55aa279a2e7b769b102b6b4,Safety and Co-safety Comparator Automata for Discounted-Sum Inclusion,International Conference on Computer Aided Verification,2019.0,42.0,8.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,42.0,8.0,0.0,2019.0,True,International Conference on Computer Aided Verification,True,,Safety and Co-safety Comparator Automata for Discounted-Sum Inclusion,Springer International Publishing,book-chapter,,0.0,40.0,1.0,1.0,0.0,True,,1.0,2.0794415416798357,3.7612001156935624,1.2370400080301316,3.7612001156935624,2.1972245773362196,0.0,3.713572066704308,0.6931471805599453,0.6931471805599453,8,8.0,42.0,1.0,4.25,3.774917217635375,4,0.0,4,computer science,journalarticle,none,0,1,0,2.1972245773362196,0.6271802325581395,0.4678030303030303,0.5350553505535055,0.3865979381443299,3.7612001156935624,0.7410973837209303,0.7032828282828283,0.7583025830258303,0.7474226804123711,0.6931471805599453,0.5508720930232558,0.3832070707070707,0.5350553505535055,0.3865979381443299,0.7780688622754491,0.4489003880983182,0.7723880597014925,0.5876288659793815,0.3228915662650602,0.2511792452830189,0.31862745098039214,0.2926829268292683
1966,Icing: Supporting Fast-Math Style Optimizations in a Verified Compiler.,cav,2019,"Heiko Becker, Eva Darulova, Magnus O. Myreen, Zachary Tatlock",10.1007/978-3-030-25543-5_10,train,10.1007/978-3-030-25543-5_10,,becker,1,71,4,True,,https://openalex.org/W2956766610,Icing: Supporting Fast-Math Style Optimizations in a Verified Compiler,2019.0,3.0,44.0,1.468,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2956766610,2019.0,3.0,44.0,1.468,False,0.0,,book-chapter,,s2_tldr,239,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25543-5_10,doi,10.1007/978-3-030-25543-5_10,True,,7bc8abc6150b575b5e8698d018905df800726456,Icing: Supporting Fast-Math Style Optimizations in a Verified Compiler,International Conference on Computer Aided Verification,2019.0,43.0,5.0,0.0,JournalArticle|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,43.0,5.0,0.0,2019.0,False,International Conference on Computer Aided Verification,True,,Icing: Supporting Fast-Math Style Optimizations in a Verified Compiler,Springer International Publishing,book-chapter,,0.0,41.0,1.0,1.0,0.0,True,,1.0,1.3862943611198906,3.8066624897703196,0.9034081060431414,3.784189633918261,1.791759469228055,0.0,3.7376696182833684,0.6931471805599453,0.6931471805599453,8,5.0,44.0,0.625,2.5,1.9148542155126762,4,0.0,4,computer science,journalarticle,none,0,1,0,1.791759469228055,0.5136264534883721,0.3541666666666667,0.4317343173431734,0.2268041237113402,3.8066624897703196,0.7730741279069767,0.7411616161616161,0.7878228782287823,0.7835051546391752,0.4855078157817008,0.421875,0.2537878787878788,0.4317343173431734,0.2268041237113402,0.6916167664670658,0.36093143596377747,0.6828358208955224,0.5257731958762887,0.3228915662650602,0.2511792452830189,0.31862745098039214,0.2926829268292683
1967,Checking Robustness Against Snapshot Isolation.,cav,2019,"Sidi Mohamed Beillahi, Ahmed Bouajjani, Constantin Enea",10.1007/978-3-030-25543-5_17,train,10.1007/978-3-030-25543-5_17,,beillahi,1,47,3,True,,https://openalex.org/W2945152208,Checking Robustness Against Snapshot Isolation,2019.0,4.0,22.0,0.9099,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2945152208,2019.0,4.0,22.0,0.9099,False,0.0,,preprint,,s2_abstract,1541,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25543-5_17,doi,10.1007/978-3-030-25543-5_17,True,,dcaaa4a12f8d276b4d09c769bcdb0027ee25a5af,Checking Robustness Against Snapshot Isolation,International Conference on Computer Aided Verification,2019.0,26.0,21.0,1.0,JournalArticle|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,26.0,21.0,1.0,2019.0,False,International Conference on Computer Aided Verification,True,,Checking Robustness Against Snapshot Isolation,Springer International Publishing,book-chapter,,0.0,24.0,14.0,1.0,0.0,True,,15.0,1.6094379124341003,3.1354942159291497,0.6470508846669719,3.295836866004329,3.091042453358316,0.6931471805599453,3.2188758248682006,2.70805020110221,2.772588722239781,8,21.0,26.0,2.625,13.5,7.047458170621991,4,0.047619047619047616,4,computer science,journalarticle,none,0,1,0,3.091042453358316,0.8490188953488372,0.740530303030303,0.7878228782287823,0.6958762886597938,3.295836866004329,0.40643168604651164,0.3207070707070707,0.45018450184501846,0.3917525773195876,1.2878542883066382,0.8221293604651163,0.7051767676767676,0.7878228782287823,0.6958762886597938,0.5860778443113772,0.2755498059508409,0.5708955223880597,0.4020618556701031,0.7201807228915663,0.5884433962264151,0.6936274509803921,0.6463414634146342
1968,Verification of Threshold-Based Distributed Algorithms by Decomposition to Decidable Logics.,cav,2019,"Idan Berkovits, Marijana Lazić, Giuliano Losa, Oded Padon, Sharon Shoham",10.1007/978-3-030-25543-5_15,train,10.1007/978-3-030-25543-5_15,,berkovits,1,92,5,True,,https://openalex.org/W2945417309,Verification of Threshold-Based Distributed Algorithms by Decomposition to Decidable Logics,2019.0,28.0,48.0,7.7335,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2945417309,2019.0,28.0,48.0,7.7335,False,0.0,,book-chapter,,s2_abstract,1420,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25543-5_15,doi,10.1007/978-3-030-25543-5_15,True,,7c7bf02d4261f4d8c8102e4691f7d389d3fb4f6b,Verification of Threshold-Based Distributed Algorithms by Decomposition to Decidable Logics,International Conference on Computer Aided Verification,2019.0,48.0,44.0,0.0,JournalArticle|Conference,Computer Science,False,,,,,,,,,,,,,,,,1,doi,48.0,44.0,0.0,2019.0,False,International Conference on Computer Aided Verification,True,,Verification of Threshold-Based Distributed Algorithms by Decomposition to Decidable Logics,Springer International Publishing,book-chapter,,0.0,44.0,24.0,1.0,0.0,True,,22.0,3.367295829986474,3.8918202981106265,2.1671662058863106,3.8918202981106265,3.8066624897703196,0.0,3.8066624897703196,3.2188758248682006,3.1354942159291497,8,44.0,48.0,5.5,29.5,9.983319421247959,4,0.0,4,computer science,journalarticle,none,0,1,0,3.8066624897703196,0.9474927325581395,0.8970959595959596,0.922509225092251,0.865979381443299,3.8918202981106265,0.8234011627906976,0.7916666666666666,0.8431734317343174,0.8505154639175257,1.8718021769015913,0.9444040697674418,0.8901515151515151,0.922509225092251,0.865979381443299,0.9335703592814372,0.796895213454075,0.9384328358208955,0.845360824742268,0.3228915662650602,0.2511792452830189,0.31862745098039214,0.2926829268292683
1970,Invertibility Conditions for Floating-Point Formulas.,cav,2019,"Martin Brain, Aina Niemetz, Mathias Preiner, Andrew Reynolds, Clark Barrett, Cesare Tinelli",10.1007/978-3-030-25543-5_8,train,10.1007/978-3-030-25543-5_8,,brain,1,53,6,True,,https://openalex.org/W2958011253,Invertibility Conditions for Floating-Point Formulas,2019.0,6.0,30.0,1.9559,False,,,,,,,,,,,,,,,1,doi,https://openalex.org/W2958011253,2019.0,6.0,30.0,1.9559,False,0.0,,book-chapter,,s2_abstract,779,True,Computer Science,JournalArticle|Conference,DOI:10.1007/978-3-030-25543-5_8,doi,10.1007/978-3-030-25543-5_8,True,,2f6815bead6d8953b55e1dc5a82ae0daebe65792,Invertibility Conditions for Floating-Point Formulas,International Conference on Computer Aided Verification,2019.0,32.0,6.0,0.0,JournalArticle|Conference,Computer Science,True,,,,,,,,,,,,,,,,1,doi,32.0,6.0,0.0,2019.0,True,International Conference on Computer Aided Verification,True,,Invertibility Conditions for Floating-Point Formulas,Springer International Publishing,book-chapter,,0.0,33.0,4.0,1.0,0.0,True,,4.0,1.9459101490553132,3.4339872044851463,1.0838031730144013,3.4965075614664802,1.9459101490553132,0.0,3.5263605246161616,1.6094379124341003,1.6094379124341003,8,6.0,33.0,0.75,5.0,1.1547005383792515,4,0.0,4,computer science,journalarticle,none,0,1,0,1.9459101490553132,0.5548691860465116,0.3970959595959596,0.470479704797048,0.27319587628865977,3.5263605246161616,0.5625,0.5006313131313131,0.5922509225092251,0.5618556701030928,0.5596157879354227,0.47547238372093026,0.3036616161616162,0.470479704797048,0.27319587628865977,0.7417664670658682,0.41009055627425617,0.7350746268656716,0.5463917525773195,0.3228915662650602,0.2511792452830189,0.31862745098039214,0.2926829268292683
