id,title,venue,year,authors,doi,Label
1645,Local Search for Solving Satisfiability of Polynomial Formulas.,cav,2023,"Haokun Li, Bican Xia, Tianqi Zhao",https://www.semanticscholar.org/paper/7a48e5639237738ba0b22f5adc9503894711dd72,3
1646,Verse: A Python Library for Reasoning About Multi-agent Hybrid System Scenarios.,cav,2023,"Yangge Li, Haoqing Zhu, Katherine Braught, Keyi Shen, Sayan Mitra",https://www.semanticscholar.org/paper/6aadae95b42b21cd0b9a088cef4a675f9a80313f,5
1647,Automated Verification of Correctness for Masked Arithmetic Programs.,cav,2023,"Mingyang Liu, Fu Song, Taolue Chen",https://www.semanticscholar.org/paper/b841adab6b20241112398eca0004d2242bfce05d,2
1650,A Flexible Toolchain for Symbolic Rabin Games under Fair and Stochastic Uncertainties.,cav,2023,"Rupak Majumdar, Kaushik Mallik, Mateusz Rychlicki, Anne-Kathrin Schmuck, Sadegh Soudjani",https://www.semanticscholar.org/paper/2c0ab292ed592b4c3699d67668d3965dd9dfd064,2
1651,Certified Private Inference on Neural Networks via Lipschitz-Guided Abstraction Refinement.,cav,2023,"Edoardo Manino, Bernardo Magri, Mustafa Mustafa, Lucas Cordeiro",10.29007/59w3,1
1652,Safe Environmental Envelopes of Discrete Systems.,cav,2023,"Rômulo Meira-Góes, Ian Dardik, Eunsuk Kang, Stéphane Lafortune, Stavros Tripakis",https://www.semanticscholar.org/paper/f10e36ff714f65bf15eacd342a52953f465df374,3
1653,Synthesizing Trajectory Queries from Examples.,cav,2023,"Stephen Mell, Favyen Bastani, Steve Zdancewic, Osbert Bastani",https://www.semanticscholar.org/paper/1e5cb3123a52a517503b7d1b4228b238689ebdbe,2
1654,nekton: A Linearizability Proof Checker.,cav,2023,"Roland Meyer, Anton Opaterny, Thomas Wies, Sebastian Wolff",10.1007/978-3-031-37706-8_9,2
1655,Scaling Model Checking for Neural Network Analysis via State-Space Reduction and Input Segmentation.,cav,2023,"Mahum Naseer, Osman Hasan, Muhammad Shafique",10.29007/7r6j,4
1656,Bitwuzla.,cav,2023,"Aina Niemetz, Mathias Preiner",10.1007/978-3-031-37703-7_1,1
1657,Satisfiability Modulo Finite Fields.,cav,2023,Andrew Joseph Reynolds,https://www.semanticscholar.org/paper/b116f6d585c96515430254ea7f4f29b51c7571a3,2
1658,Bounded Verification for Finite-Field-Blasting - In a Compiler for Zero Knowledge Proofs.,cav,2023,"Alex Ozdemir, Riad S. Wahby, Fraser Brown, Clark Barrett",https://www.semanticscholar.org/paper/133d0014d65bfb2e5a1e360d6f70fe96e0379d74,3
1659,Closed-Loop Analysis of Vision-Based Autonomous Systems: A Case Study.,cav,2023,"Corina S. Păsăreanu, Ravi Mangal, Divya Gopinath, Sinem Getir Yaman, Calum Imrie, Radu Calinescu, Huafeng Yu",https://www.semanticscholar.org/paper/93b280537f125bd352452cfd2e0d1b7eac571fba,2
1660,Prediction and Control of Stochastic Agents Using Formal Methods.,cav,2023,"Avraham Raviv, Yuval Gerber, Liri Benzinou, Michelle Aluf-Medina, Hillel Kugler",10.29007/1q69,4
1661,Boolean Abstractions for Realizability Modulo Theories.,cav,2023,"Andoni Rodríguez, César Sánchez",https://www.semanticscholar.org/paper/776ea744479c61426ece570ee2de0d2ee571c028,3
1663,Incremental Dead State Detection in Logarithmic Time.,cav,2023,"Caleb Stanford, Margus Veanes",https://www.semanticscholar.org/paper/23a30a05982fb04147c1e1607bcdb86794bc62a4,2
1665,SR-SFLL: Structurally Robust Stripped Functionality Logic Locking.,cav,2023,"Gourav Takhar, Subhajit Roy",10.1007/978-3-031-37709-9_10,2
1666,Certified Verification for Algebraic Abstraction.,cav,2023,"Ming-Hsien Tsai, Yu-Fu Fu, Jiaxiang Liu, Xiaomu Shi, Bow-Yaw Wang, Bo-Yin Yang",https://www.semanticscholar.org/paper/249cc930da7b4177fa28a03da9d69924d2de0116,1
1667,CoqCryptoLine: A Verified Model Checker with Certified Results.,cav,2023,"Ming-Hsien Tsai, Yu-Fu Fu, Jiaxiang Liu, Xiaomu Shi, Bow-Yaw Wang, Bo-Yin Yang",https://www.semanticscholar.org/paper/bc696e3a2c4564e62b3b5a0bda15161762404566,1
1668,3D Environment Modeling for Falsification and Beyond with Scenic 3.0.,cav,2023,"Eric Vin, Shun Kashiwa, Matthew Rhea, Daniel J. Fremont, Edward Kim, Tommaso Dreossi, Shromona Ghosh, Xiangyu Yue, Alberto L. Sangiovanni-Vincentelli, Sanjit A. Seshia",https://www.semanticscholar.org/paper/e5a0a053800bca59b90c765481c225702eb3198e,1
1669,Verifying the Verifier: eBPF Range Analysis Verification.,cav,2023,"Harishankar Vishwanathan, Matan Shachnai, Srinivas Narayana, Santosh Nagarakatte",https://www.semanticscholar.org/paper/3ff76ae7f95a51cd1eaff4b82a36ee8b8d48c5e2,1
1670,Active Learning of Deterministic Timed Automata with Myhill-Nerode Style Characterization.,cav,2023,Masaki Waga,https://www.semanticscholar.org/paper/cc068dcfc649ccd6bcc15e92fad13e22527701b7,2
1671,Compositional Probabilistic Model Checking with String Diagrams of MDPs.,cav,2023,"Kazuki Watanabe, Clovis Eberhart, Kazuyuki Asada, Ichiro Hasuo",https://www.semanticscholar.org/paper/57cfc5587e813c0d24b3244640ee72f9d9f107bd,3
1672,Model Checking Race-Freedom When &quot;Sequential Consistency for Data-Race-Free Programs&quot; is Guaranteed.,cav,2023,"Wenhao Wu, Jan Hückelheim, Paul D. Hovland, Ziqing Luo, Stephen F. Siegel",https://ceur-ws.org/Vol-3799/abstract2GDE24.pdf,2
1674,Rounding Meets Approximate Model Counting.,cav,2023,"Jiong Yang, Kuldeep S. Meel",https://www.semanticscholar.org/paper/26036e6c75fbae5bf9bd4813edca6996792a505b,3
1675,Hybrid Controller Synthesis for Nonlinear Systems Subject to Reach-Avoid Constraints.,cav,2023,"Zhengfeng Yang, Li Zhang, Xia Zeng, Xiaochao Tang, Chao Peng, Zhenbing Zeng",https://www.semanticscholar.org/paper/ca728b6edcfa273ce161a97446d48f9f385e0862,2
1677,Ownership Guided C to Rust Translation.,cav,2023,"Hanliang Zhang, Cristina David, Yijun Yu, Meng Wang",https://www.semanticscholar.org/paper/34d32432225c5095c2fcee926b90cd3bf2a7d425,1
1679,"Computer Aided Verification - 35th International Conference, CAV 2023, Paris, France, July 17-22, 2023, Proceedings, Part I",cav,2023,,https://www.semanticscholar.org/paper/dfdc511bd65e1b5038690a685e10555764affd88,1
1680,"Computer Aided Verification - 35th International Conference, CAV 2023, Paris, France, July 17-22, 2023, Proceedings, Part II",cav,2023,,https://www.semanticscholar.org/paper/64fb78efb8ba032d75ed68f9d0401af41c6567a7,1
1681,"Computer Aided Verification - 35th International Conference, CAV 2023, Paris, France, July 17-22, 2023, Proceedings, Part III",cav,2023,,https://www.semanticscholar.org/paper/2e08267b4465a072058874b5ddce493280fcf39e,1
1682,"Proceedings of the 6th Workshop on Formal Methods for ML-Enabled Autonomous Systems, FoMLAS@CAV 2023, Paris, France, July 17-18, 2023.",cav,2023,"Saddek Bensalem, Chih-Hong Cheng, Xiaowei Huang, Panagiotis Katsaros, Adam Molin, Dejan Nickovic, Doron Peled",https://www.semanticscholar.org/paper/c366a812182a8cdb9e3943fa087d4389d7306796,1
1683,PAC Statistical Model Checking of Mean Payoff in Discrete- and Continuous-Time MDP.,cav,2022,"Chaitanya Agarwal, Shibashis Guha, Jan Křetínský, M. Pazhamalai",https://www.semanticscholar.org/paper/6efd56cbf0049a52a05e71020eb3f7ce307fffd0,3
1684,Distilling Constraints in Zero-Knowledge Protocols.,cav,2022,"Elvira Albert, Marta Bellés-Muñoz, Miguel Isabel, Clara Rodríguez-Núñez, Albert Rubio",https://www.semanticscholar.org/paper/0796fe97d9358b14ad802158a3e689eb544b9be6,4
1685,SolCMC: Solidity Compiler&apos;s Model Checker.,cav,2022,"Leonardo Alt, Martin Blicha, Antti E. J. Hyvärinen, Natasha Sharygina",https://www.semanticscholar.org/paper/917c84bd10cdf7c611227b5ed257fbddc95577ca,1
1686,Sampling-Based Verification of CTMCs with Uncertain Rates.,cav,2022,"Thom S. Badings, Nils Jansen, Sebastian Junges, Marielle Stoelinga, Matthias Volk",https://www.semanticscholar.org/paper/022aba38d1ce02a2c8fb16a44479a78b0b8ea66e,3
1687,Reachability of Koopman Linearized Systems Using Random Fourier Feature Observables and Polynomial Zonotope Refinement.,cav,2022,"Stanley Bak, Sergiy Bogomolov, Brandon Hencey, Niklas Kochdumper, Ethan Lew, Kostiantyn Potomkin",https://www.semanticscholar.org/paper/26d5da045679f26d4dba432593738ffefb57961c,1
1688,Automatic Generation of Attacker Contracts in Solidity.,cav,2022,,https://www.semanticscholar.org/paper/b08eeed5273a3e4825b1575c15a4e37118a0f785,1
1689,SMT-Based Translation Validation for Machine Learning Compiler.,cav,2022,"Seongwon Bang, Seunghyeon Nam, Inwhan Chun, Ho Young Jhoo, Juneyoung Lee",https://www.semanticscholar.org/paper/f0b09548f0e623b7f1468f1a6aada01a56e2da63,4
1690,Oblivious Online Monitoring for Safety LTL Specification via Fully Homomorphic Encryption.,cav,2022,"Ryotaro Banno, Kotaro Matsuoka, Naoki Matsumoto, Song Bian, Masaki Waga, Kohei Suenaga",https://www.semanticscholar.org/paper/2ed4a4a046297119f06cc89bb23b4eb4dbdf06e4,1
1691,Data-Driven Invariant Learning for Probabilistic Programs.,cav,2022,"Jialu Bao Jialu Bao, Nitesh Trivedi Nitesh Trivedi, Drashti Pathak Drashti Pathak, Justin Hsu Justin Hsu, Subhajit Roy Subhajit Roy",https://www.semanticscholar.org/paper/c9b794db61a248ebcd9b2fc89834a4fc03c10a11,4
1692,"MEV-Freedom, in DeFi and Beyond (Invited Talk).",cav,2022,,https://www.semanticscholar.org/paper/d2d27f243812fc349d3565ec03b63c9d37b5ddb2,1
1693,Abstraction Modulo Stability for Reverse Engineering.,cav,2022,"Anna Becchi, Alessandro Cimatti",https://www.semanticscholar.org/paper/37e0ab81e922e66a1af72c43db6ebecd04cabf9e,4
1694,Formal Specification for Learning-Enabled Autonomous Systems.,cav,2022,"Saddek Bensalem, Chih-Hong Cheng, Xiaowei Huang, Panagiotis Katsaros, Adam Molin, Dejan Nickovic, Doron Peled",https://www.semanticscholar.org/paper/4706aed09aa20a83aaa8ca67ff06c9fd110eca6f,4
1695,Software Verification of Hyperproperties Beyond k-Safety.,cav,2022,"Raven Beutner, Bernd Finkbeiner",https://www.semanticscholar.org/paper/30c519c7e5e4b70fc38fc04e201a234a8f93f506,2
1696,Verifying Generalised and Structural Soundness of Workflow Nets via Relaxations.,cav,2022,"Michael Blondin, Filip Mazowiecki, Philip Offtermatt",10.1007/978-3-031-13188-2_23,3
1697,Data-driven Numerical Invariant Synthesis with Automatic Generation of Attributes.,cav,2022,"Ahmed Bouajjani, Wael-Amine Boutglay, Peter Habermehl",https://www.semanticscholar.org/paper/5f5949487be2ff1e3d08508afef2588e9c65e23a,3
1702,Multi: A Formal Playground for Multi-Smart Contract Interaction.,cav,2022,"Thomas Wright, Ian Stark",https://www.semanticscholar.org/paper/a139bb372b9978e6937d13d2baa0e2f40f665c24,1
1703,Sound and Complete Certificates for Quantitative Termination Analysis of Probabilistic Programs.,cav,2022,"Krishnendu Chatterjee, Amir Kafshdar Goharshady, Tobias Meggendorfer, Đorđe Žikelić",https://www.semanticscholar.org/paper/7410484d016d542f7cb9dee4e3ee69450306159b,3
1705,Does a Program Yield the Right Distribution? - Verifying Probabilistic Programs via Generating Functions.,cav,2022,"Mingshuai Chen, Joost-Pieter Katoen, Lutz Klinkenberg, Tobias Winkler",https://www.semanticscholar.org/paper/4e7277d8727001a59700839c83aba526f1b01821,5
1706,Hemiola: A DSL and Verification Tools to Guide Design and Proof of Hierarchical Cache-Coherence Protocols.,cav,2022,"Joonwon Choi, Adam Chlipala, Arvind",https://www.semanticscholar.org/paper/d1099925ecabb0a4fb6ab38b3dc03a7570f21a0e,3
1707,Explaining Hyperproperty Violations.,cav,2022,"Norine Coenen, Raimund Dachselt, Bernd Finkbeiner, Hadar Frenkel, Christopher Hahn, Tom Horak, Niklas Metzger, Julian Siber",10.1007/978-3-031-13185-1_20,4
1708,Verified Erasure Correction in Coq with MathComp and VST.,cav,2022,"Joshua M. Cohen, Qinshi Wang, Andrew W. Appel",https://www.semanticscholar.org/paper/16156b7d17449374b628e892603cc3ccca4a0174,2
1709,Sound Automation of Magic Wands.,cav,2022,Majella Clarke,https://www.semanticscholar.org/paper/e99d8b7d6dfc357259c8e9a649661368e21461b8,2
1711,FORQ-Based Language Inclusion Formal Testing.,cav,2022,"Kyveli Doveri, Pierre Ganty, Nicolas Mazzocchi",10.1007/978-3-031-13188-2_6,2
1712,From Spot 2.0 to Spot 2.10: What&apos;s New?,cav,2022,"NikhileshR Vaid, Shah Chandani, Vandekar Meghna, Mehra Mihir",https://www.semanticscholar.org/paper/a13776f082f440519fd17d29c8778d7805c189c9,1
1713,Reasoning About Data Trees Using CHCs.,cav,2022,"Marco Faella, Gennaro Parlato",10.1007/978-3-031-13188-2_13,3
1714,PoS4MPC: Automated Security Policy Synthesis for Secure Multi-party Computation.,cav,2022,"Yuxin Fan, Fu Song, Taolue Chen, Liangfeng Zhang, Wanwei Liu",https://www.semanticscholar.org/paper/c38b3a7060155dd23dbc53c3bd00a88e912b0406,3
1715,Neural Network Precision Tuning Using Stochastic Arithmetic.,cav,2022,"Quentin Ferro, Stef Graillat, Thibault Hilaire, Fabienne Jézéquel, Basile Lewandowski",10.1007/978-3-031-21222-2_10,4
1716,Information Flow Guided Synthesis.,cav,2022,,https://www.semanticscholar.org/paper/4d1c15b1eb194d2196463a64ba04ed85191f40c2,3
1719,A Scalable Shannon Entropy Estimator.,cav,2022,,https://www.semanticscholar.org/paper/487fa9275a67264f081fd6d8ad840cc91c369c42,4
1720,RINO: Robust INner and Outer Approximated Reachability of Neural Networks Controlled Systems.,cav,2022,"Eric Goubault, Sylvie Putot",https://www.semanticscholar.org/paper/71912b1ca6405e360b1e3c953ea1829cbf7f7343,5
1721,MoGym: Using Formal Models for Training and Verifying Decision-making Agents.,cav,2022,"Timo P. Gros, Holger Hermanns, Jörg Hoffmann, Michaela Klauck, Maximilian A. Köhl, Verena Wolf",10.1007/978-3-031-13188-2_21,4
1722,Verifying Fairness in Quantum Machine Learning.,cav,2022,"Ji Guan, Wang Fang, Mingsheng Ying",https://www.semanticscholar.org/paper/c0a86b7ede3f1369b22eb74155470cc52a22b150,2
1724,MLTL Multi-type (MLTLM): A Logic for Reasoning About Signals of Different Types.,cav,2022,"Gokul Hariharan, Brian Kempa, Tichakorn Wongpiromsarn, Phillip H. Jones, Kristin Y. Rozier",https://www.semanticscholar.org/paper/874403c11bf18be69471b1bd71e6c4200fd3ec32,4
1726,Affine Loop Invariant Generation via Matrix Algebra.,cav,2022,"Yucheng Ji, Hongfei Fu, Bin Fang, Haibo Chen",https://www.semanticscholar.org/paper/dcc8ba74182cc94d3d0827bf735c2d76d2823575,2
1727,Trainify: A CEGAR-Driven Training and Verification Framework for Safe Deep Reinforcement Learning.,cav,2022,"Peng Jin, Jiaxu Tian, Dapeng Zhi, Xuejun Wen, Min Zhang",https://www.semanticscholar.org/paper/afd30d7c00cce7a8d809c5c5ab5d7b7351491bf7,1
1728,Specification-Guided Learning of Nash Equilibria with High Social Welfare.,cav,2022,"Kishor Jothimurugan, Suguman Bansal, Osbert Bastani, Rajeev Alur",https://www.semanticscholar.org/paper/d7b2b3bab43526050d6b372319699e76f192925d,2
1729,Abstraction-Refinement for Hierarchical Probabilistic Models.,cav,2022,,https://www.semanticscholar.org/paper/8c144736669f6968010935e0f834cc3254dc4cbc,4
1730,"Capture, Analyze, Diagnose: Realizability Checking Of Requirements in FRET.",cav,2022,"Andreas Katis, Anastasia Mavridou, Dimitra Giannakopoulou, Thomas Pressburger, Johann Schumann",10.1007/978-3-031-13188-2_24,1
1731,Verified Numerical Methods for Ordinary Differential Equations.,cav,2022,,https://www.semanticscholar.org/paper/da6e9417d466d4bfc083d9d0594c38577d273ead,2
1732,The Lattice-Theoretic Essence of Property Directed Reachability Analysis.,cav,2022,"Mayuko Kori, Natsuki Urabe, Shin-ya Katsumata, Kohei Suenaga, Ichiro Hasuo",https://www.semanticscholar.org/paper/1777e04e921dda35ca69962792fb712175605f91,1
1734,Automated Expected Amortised Cost Analysis of Probabilistic Data Structures.,cav,2022,"Lorenz Leutgeb, Georg Moser, Florian Zuleger",https://www.semanticscholar.org/paper/fb73c7d16aae9510392264b6bd909ca4525aa766,3
1735,Divide-and-Conquer Determinization of Büchi Automata Based on SCC Decomposition.,cav,2022,"Yong Li, Andrea Turrini, Weizhi Feng, Moshe Y. Vardi, Lijun Zhang",https://www.semanticscholar.org/paper/8afe43892d76f07ad11c8a03a57699ce932a437f,1
1738,Murxla: A Modular and Highly Extensible API Fuzzer for SMT Solvers.,cav,2022,"Aina Niemetz, Mathias Preiner, Clark Barrett",https://www.semanticscholar.org/paper/5ebf08cb76c768c369570d656d92709332a94ef9,1
1739,Even Faster Conflicts and Lazier Reductions for String Solvers.,cav,2022,"Andres Nötzli, Andrew Reynolds, Haniel Barbosa, Clark Barrett, Cesare Tinelli",https://www.semanticscholar.org/paper/b849f017056cda743af37618a3c96209b1cdbf2e,2
1740,Synthesis and Analysis of Petri Nets from Causal Specifications.,cav,2022,Mateus de Oliveira Oliveira,10.1007/978-3-031-13188-2_22,1
1741,Example Guided Synthesis of Linear Approximations for Neural Network Verification.,cav,2022,"Brandon Paulsen, Chao Wang",https://www.semanticscholar.org/paper/d76ec2ae6c1baa5d9d1ccefed3b4fcdac81c30ea,4
1742,Verifying Neural Networks Against Backdoor Attacks.,cav,2022,Sun Jun,https://www.semanticscholar.org/paper/3fdd40f81904f1b136fe323d1c72e4dc46303b02,4
1743,"UCLID5: Multi-modal Formal Modeling, Verification, and Synthesis.",cav,2022,"Elizabeth Polgreen, Kevin Cheang, Pranav Gaddamadugu, Adwait Godbole, Kevin Laeufer, Shaokai Lin, Yatin A. Manerkar, Federico Mora, Sanjit A. Seshia",https://www.semanticscholar.org/paper/c78fffec75a1cba2f02d8c49cebc03347c797cfb,2
1744,Minimal Multi-Layer Modifications of Deep Neural Networks.,cav,2022,"Ben Goldberger, Guy Katz, Yossi Adi, Joseph Keshet",https://www.semanticscholar.org/paper/47cae859d7d6436cff7618bd2a62450462bb7272,5
1745,A Billion SMT Queries a Day (Invited Paper).,cav,2022,Neha Rungta,https://www.semanticscholar.org/paper/490a968f23429109ee83019aa5553e5e6e0979bd,1
1746,Differentiable Logics for Neural Network Training and Verification.,cav,2022,"Natalia Ślusarz, Ekaterina Komendantskaya, Matthew L. Daggitt, Robert Stewart",10.1007/978-3-031-21222-2_5,5
1748,Synthesizing Fair Decision Trees via Iterative Constraint Solving.,cav,2022,"Jingbo Wang, Yannan Li, Chao Wang",https://www.semanticscholar.org/paper/0feec4b71d2bfb852a2b8803f5b9526f23d79c25,3
1749,"Front Matter, Table of Contents, Preface, Conference Organization.",cav,2022,,https://www.semanticscholar.org/paper/8e42e29fda871771a1e22ebc95d96aac2bf097f3,1
1750,STLmc: Robust STL Model Checking of Hybrid Systems Using SMT.,cav,2022,"Geunyeol Yu, Jia Lee, Kyungmin Bae",https://www.semanticscholar.org/paper/18c825fba229894455685ba19c7577cdce343f4f,1
1751,End-to-End Mechanized Proof of an eBPF Virtual Machine for Micro-controllers.,cav,2022,"Shenghao Yuan, Frédéric Besson, Jean-Pierre Talpin, Samuel Hym, Koen Zandberg, Emmanuel Baccelli",https://www.semanticscholar.org/paper/2d21eaa90c0b62024e7d1c8df858e92b5c94acb0,1
1752,Finding Smart Contract Vulnerabilities with ConCert&apos;s Property-Based Testing Framework.,cav,2022,"Phitchayaphong Tantikul, Sudsanguan Ngamsuriyaroj",https://www.semanticscholar.org/paper/a4d21a0aa47984f1754ccb0c5475fb632c7db063,1
1755,"4th International Workshop on Formal Methods for Blockchains, FMBC@CAV 2022, Haifa, Israel, August 11, 2022",cav,2022,,https://www.semanticscholar.org/paper/e87c907b4bbaa1462d917407c90f58834f5505d6,1
1756,"Software Verification and Formal Methods for ML-Enabled Autonomous Systems - 5th International Workshop, FoMLAS 2022, and 15th International Workshop, NSV 2022, Haifa, Israel, July 31 - August 1, and August 11, 2022, Proceedings",cav,2022,,https://www.semanticscholar.org/paper/26a7acf3e0b62b94c2befba05ecb6a1e90958f45,1
1758,Stateless Model Checking Under a Reads-Value-From Equivalence.,cav,2021,"Pratyush Agarwal, Krishnendu Chatterjee, Shreya Pathak, Andreas Pavlogiannis, Viktor Toman",10.1007/978-3-030-81685-8_16,1
1759,Fast Zone-Based Algorithms for Reachability in Pushdown Timed Automata.,cav,2021,"S. Akshay, Paul Gastin, Karthik R. Prakash",10.1007/978-3-030-81685-8_30,2
1760,Lower-Bound Synthesis Using Loop Specialization and Max-SMT.,cav,2021,"Elvira Albert, Samir Genaim, Enrique Martin-Martin, Alicia Merayo, Albert Rubio",10.1007/978-3-030-81688-9_40,1
1762,IMITATOR 3: Synthesis of Timing Parameters Beyond Decidability.,cav,2021,Étienne André,10.1007/978-3-030-81685-8_26,1
1763,PAYNT: A Tool for Inductive Synthesis of Probabilistic Programs.,cav,2021,"Roman Andriushchenko, Milan Češka, Sebastian Junges, Joost-Pieter Katoen, Šimon Stupinský",10.1007/978-3-030-81685-8_40,1
1765,JavaSMT 3: Interacting with SMT Solvers in Java.,cav,2021,"Daniel Baier, Dirk Beyer, Karlheinz Friedberger",https://www.semanticscholar.org/paper/ca44e244c03158cf5cc586a8bb3c61dac0c43bbb,1
1766,Causality-Based Game Solving.,cav,2021,Zoran Popovic,https://www.semanticscholar.org/paper/343dd378ee065692a4199dbbffcd7ff0938c9d26,3
1769,Debugging Network Reachability with Blocked Paths.,cav,2021,"S. Bayless, J. Backes, D. DaCosta, B. F. Jones, N. Launchbury, P. Trentin, K. Jewell, S. Joshi, M. Q. Zeng, N. Mathews",https://www.semanticscholar.org/paper/ed1ba98eb379a2c3dfdc17919af3a660184eb7a4,2
1770,Counting Minimal Unsatisfiable Subsets.,cav,2021,"Jaroslav Bendík, Kuldeep S. Meel",https://www.semanticscholar.org/paper/e84cdfbf968e0651d5736d322c6fcdc3f5671331,3
1772,LLMC: Verifying High-Performance Software.,cav,2021,Freark I. van der Berg,10.1007/978-3-030-81688-9_32,1
1774,Verified Cryptographic Code for Everybody.,cav,2021,"Brett Boston, Samuel Breese, Joey Dodds, Mike Dodds, Brian Huffman, Adam Petcher, Andrei Stefanescu",10.1007/978-3-030-81685-8_31,1
1775,Efficient SMT-Based Analysis of Failure Propagation.,cav,2021,"Marco Bozzano, Alessandro Cimatti, Anthony Fernandes Pires, Alberto Griggio, Martin Jonáš, Greg Kimberly",10.1007/978-3-030-81688-9_10,1
1776,Program Sketching by Automatically Generating Mocks from Tests.,cav,2021,"Nate F. F. Bragg, Jeffrey S. Foster, Cody Roux, Armando Solar-Lezama",10.1007/978-3-030-81685-8_38,2
1777,Using Coq to Enforce the Checks-Effects-Interactions Pattern in DeepSEA Smart Contracts (Short Paper).,cav,2021,Giovanna Massarotto,https://www.semanticscholar.org/paper/d4d0d9dd15861baba33cc2f6021435f81a4de25e,1
1779,Diffy: Inductive Reasoning of Array Programs Using Difference Invariants.,cav,2021,"Supratik Chakraborty, Ashutosh Gupta, Divyesh Unadkat",10.1007/978-3-030-81688-9_42,3
1781,Towards a Trustworthy Semantics-Based Language Framework via Proof Generation.,cav,2021,"Xiaohong Chen, Zhengyao Lin, Minh-Thai Trinh, Grigore Roşu",10.1007/978-3-030-81688-9_23,3
1782,Model-Checking Structured Context-Free Languages.,cav,2021,"Michele Chiari, Dino Mandrioli, Matteo Pradella",10.1007/978-3-030-81688-9_18,2
1783,Automated Safety Verification of Programs Invoking Neural Networks.,cav,2021,"Maria Christakis, Hasan Ferit Eniser, Holger Hermanns, Jörg Hoffmann, Yugesh Kothari, Jianlin Li, Jorge A. Navas, Valentin Wüstholz",10.1007/978-3-030-81685-8_9,4
1784,"Checking Data-Race Freedom of GPU Kernels, Compositionally.",cav,2021,"Tiago Cogumbreiro, Julien Lange, Dennis Liew Zhen Rong, Hannah Zicarelli",10.1007/978-3-030-81685-8_19,1
1786,Rigorous Roundoff Error Analysis of Probabilistic Floating-Point Computations.,cav,2021,"George Constantinides, Fredrik Dahlqvist, Zvonimir Rakamarić, Rocco Salvia",https://www.semanticscholar.org/paper/375cacbc13a1c0596a387127b70599b0f456197a,2
1787,Programmable Program Synthesis.,cav,2021,Christoph Eberl,https://www.semanticscholar.org/paper/6ca39e5a8a717c9a4e8c960f7b03009320828ff8,3
1788,Towards Verified Price Oracles for Decentralized Exchange Protocols.,cav,2021,Stijn Van Hijfte,https://www.semanticscholar.org/paper/6e62f6935c65a33557737f5e8530c1a2e52cc574,1
1789,Towards Contract Modules for the Tezos Blockchain (Short Paper).,cav,2021,"Afef Maâlej, Achraf Weli",https://www.semanticscholar.org/paper/2adf5782ddbee197745b2015af86daef8d852d12,1
1790,Product Programs in the Wild: Retrofitting Program Verifiers to Check Information Flow Security.,cav,2021,"Marco Eilers, Severin Meier, Peter Müller",10.1007/978-3-030-81685-8_34,1
1792,Counterexample-Guided Partial Bounding for Recursive Function Synthesis.,cav,2021,"Azadeh Farzan, Victor Nicolet",10.1007/978-3-030-81685-8_39,1
1793,Money Grows on (Proof-)Trees: The Formal FA1.2 Ledger Standard.,cav,2021,,https://www.semanticscholar.org/paper/f2803f6ac08e517e5336f19451b3ae6591d71857,1
1794,"Not All Bugs Are Created Equal, But Robust Reachability Can Tell the Difference.",cav,2021,"Guillaume Girol, Benjamin Farinier, Sébastien Bardin",10.1007/978-3-030-81685-8_32,2
1795,Model Checking ømega-Regular Properties with Decoupled Search.,cav,2021,"Daniel Gnad, Jan Eisenhut, Alberto Lluch Lafuente, Jörg Hoffmann",https://www.semanticscholar.org/paper/2fb0bd7e593ba55b10e66664465e26028eb75824,1
1796,Balancing Automation and Control for Formal Verification of Microprocessors.,cav,2021,"Shilpi Goel, Anna Slobodova, Rob Sumners, Sol Swords",10.1007/978-3-030-81685-8_2,1
1797,Robustness Verification of Quantum Classifiers.,cav,2021,"Ji Guan, Wang Fang, Mingsheng Ying",10.1007/978-3-030-81685-8_7,1
1798,Model-Free Reinforcement Learning for Branching Markov Decision Processes.,cav,2021,,https://www.semanticscholar.org/paper/0911191d9d81cea81e299a7af741c74136d1941e,3
1799,Foundations of Fine-Grained Explainability.,cav,2021,"Sylvain Hallé, Hugo Tremblay",10.1007/978-3-030-81688-9_24,5
1801,Synthesis with Asymptotic Resource Bounds.,cav,2021,"Qinheping Hu, John Cyphert, Loris D’Antoni, Thomas Reps",10.1007/978-3-030-81685-8_37,2
1805,Delay-Bounded Scheduling Without Delay!,cav,2021,"Andrew Johnson, Thomas Wahl",10.1007/978-3-030-81685-8_18,1
1807,Enforcing Almost-Sure Reachability in POMDPs.,cav,2021,"Sebastian Junges, Nils Jansen, Sanjit A. Seshia",10.1007/978-3-030-81688-9_28,1
1808,Runtime Monitors for Markov Decision Processes.,cav,2021,"Sebastian Junges, Hazem Torfah, Sanjit A. Seshia",10.1007/978-3-030-81688-9_26,3
1809,PEREGRiNN: Penalized-Relaxation Greedy Neural Network Verifier.,cav,2021,"Haitham Khedr, James Ferlez, Yasser Shoukry",10.1007/978-3-030-81685-8_13,3
1810,Algebraic Program Analysis.,cav,2021,Thomas Jensen,https://www.semanticscholar.org/paper/b604b3ef047ee13cf0d9841ea7dfc6ec11ee8917,3
1811,GenMC: A Model Checker for Weak Memory Models.,cav,2021,"Michalis Kokologiannakis, Viktor Vafeiadis",10.1007/978-3-030-81685-8_20,3
